,HH_ID,C_start,C1,C2,C3,C4,C4_oth,C5,C6,C7,C8,C9,C10,C11,C12,C12_oth,C_13,C_13oth,C_14,C15,C16,C17,C18,C19,C19_oth,C_20,C_21,C_22,C_23,C_24,C_27,C_25,C_26__1,C_26__2,C_26__3,C_26__4,C_26__5,C_26__6,C_26__7,C_26__8,C_26__9,C_26__10,C_26__11,C_26__12,C_26__888,C_28a,C_29a,C_30a,C_31a,C32a_hours,C32a_min,C_28b,C_29b,C_30b,C_31b,C32b_hours,C32b_min,C_33,C33oth,C_34,C34_oth,C_35,C35_oth,C_36,C_37,C_38,C39_a,C39_b,C40,C41,C42,C42_oth,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C57,C58,C59,C61,C62,C63,C64,C67,C65,C66__1,C66__2,C66__3,C66__4,C66__5,C66__6,C66__7,C66__8,C66__9,C66__10,C66__11,C66__12,C66__888,C68a,C69a,C70a,C71a,C72a_hour,C72a_min,C68b,C69b,C70b,C71b,C72b_hour,C72b_min,C73,C74,C75,C76,C77,C78,C79_1,C79_2,C_79oth,C80,C81,C83,C84,C85,C86,C87,C88__111,C88__1,C88__2,C88__3,C88__4,C88__5,C88__6,C88__7,C88__8,C88__9,C88__10,C88__11,C88__12,C89,C90__1,C90__2,C90__3,C90__555,C90__888,C_90oth,C91,C92,C93,C_93oth,C94,C95,C97,C98,C99,C100,C101,C102,C103,C104,C105__1,C105__2,C105__3,C105__4,C105__5,C105__6,C105__7,C105__8,C105__9,C105__10,C105__11,C105__12,C106a,C107a,C108a,C106b,C107b,C108b,C109,C110__888,C_110oth,C111,C112,C110_1,C110_2,C113,C114,C115__111,C115__1,C115__2,C115__3,C115__4,C115__5,C115__6,C115__7,C115__8,C115__9,C115__10,C115__11,C115__12,C115__888,C116__1,C116__2,C116__3,C116__555,C117,C119,C124,C125,C126,C127,C128,C129,C130,C131,C132__1,C132__2,C132__3,C132__4,C132__5,C132__6,C132__555,C132__111,C133,C136__1,C136__2,C136__3,C137,C138,C139,sum_solar,C140__0,C140__1,C140__2,C140__3,C140__4,C140__5,C140__6,C140__7,C140__8,C140__9,MSD,C167,C168__1,C168__2,C168__3,C168__4,C168__5,C168__6,C168__7,C168__8,C168__9,C168__10,C168__11,C168__12,C168__888,C169a,C170a,C171a,C169b,C170b,C171b,C172,C174,C176,C177,C178,C179,C_179oth,C180,C181,C182,C182_oth,C183,C184,C185,C186,C187,C188,C189
647,2011528240401.0,2017-11-10T07:54:40-05:00,1.0,Yes,,,,,,11.0,4000.0,1800.0,7.0,3.0,Energy company (NEPA/PHCN),,Monthly,,Yes,150.0,No,No,,,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,1500.0,No,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,35.0,0.0,15.0,4.0,5.0,14.0,21.0,0.0,Candle,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unpredictable interruptions,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
648,2011528241201.0,2017-11-10T05:05:23-05:00,1.0,Yes,,,,,,30.0,500.0,3500.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,500.0,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,No back-up source,,No back-up source,,Call/Visit/SMS utility company (DISCO),,The power company,0.0,No,Unexpectedly high bills,High cost of electricity,No,No,,,Yes,KDCO,No,20.0,1500.0,3500.0,0.0,0.0,No,Energy company (NEPA/PHCN),No,Fixed monthly fee,Cash,No,Respondent has energy bill but refuses to show it or could not locate it,,500.0,,Do not know,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Do not know,888.0,888.0,888.0,888.0,888.0,Do not know,888.0,888.0,888.0,888.0,888.0,No back-up source,No back-up source,Call/SMS mini-grid operator,The power company,1.0,No,Unexpectedly high bills,Too expensive,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,3.0,Yes,,,,,
649,2011528241203.0,2017-11-10T06:32:34-05:00,1.0,Yes,,,,,,5.0,50000.0,3500.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,500.0,No,No,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,70.0,0.0,5.0,4.0,4.0,7.0,35.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,Yes,,,,,
650,2011528241303.0,2017-11-10T05:07:41-05:00,2.0,Yes,,,,,,3.0,500.0,200.0,0.0,1.0,Relative,,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,500.0,No,No,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,14.0,0.0,3.0,3.0,3.0,2.0,14.0,14.0,Local mini grid connection (e.g Rural electrification grid),,No back-up source,,Call/Visit/SMS utility company (DISCO),,The power company,3.0,No,Supply shortage/not enough hours of electricity,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,1.0,No,Yes,,,,
651,2011528241502.0,2017-11-10T08:43:27-05:00,1.0,No,,Monthly fee is too expensive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,0.0,,,,,,
652,2011528241702.0,2017-11-10T06:22:25-05:00,1.0,Yes,,,,,,25.0,2000.0,700.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,2000.0,No,Yes,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,111.0,,,No back-up source,,No back-up source,,Call/Visit/SMS utility company (DISCO),,The power company,0.0,No,High cost of electricity,Unexpectedly high bills,No,No,,,Yes,KDCO,No,25.0,300.0,700.0,0.0,0.0,No,Energy company (NEPA/PHCN),No,Fixed monthly fee,Cash,No,Respondent has energy bill but refuses to show it or could not locate it,,2000.0,,Do not know,Yes,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,111.0,,,No back-up source,No back-up source,Call/SMS mini-grid operator,The power company,0.0,No,Too expensive,Unexpectedly high bills,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,10.0,Yes,,,,,
653,2011528241801.0,2017-11-10T07:35:03-05:00,1.0,No,4.0,Cost of initial connection is too expensive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,No,Yes,,,,
654,2011528242501.0,2017-11-10T07:12:06-05:00,1.0,Yes,,,,,,20.0,250.0,150.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,250.0,No,Yes,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,30.0,0.0,Local mini grid connection (e.g Rural electrification grid),,No back-up source,,Call a local technician/local electrician/NEPA,,The power company,1.0,No,Supply shortage/not enough hours of electricity,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,No,Yes,,,,
655,2011528242502.0,2017-11-10T06:25:44-05:00,1.0,Yes,,,,,,10.0,250.0,150.0,0.0,2.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,250.0,No,Yes,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,7.0,42.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,1.0,Yes,,,,,
656,2011528243201.0,2017-11-10T08:10:34-05:00,1.0,Yes,,,,,,7.0,1500.0,1000.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,1500.0,No,Yes,,,,,,,,,,,,,,,,,,,,6.0,3.0,3.0,9.0,54.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,1.0,Yes,,,,,
657,2011528243401.0,2017-11-10T06:49:23-05:00,1.0,Yes,,,,,,15.0,25000.0,15000.0,7.0,1.0,Energy company (NEPA/PHCN),,Monthly,,Yes,37.5,No,No,,,,Cash,Respondent has energy bill and shows it,5000.0,126.0,,No,No,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,70.0,0.0,18.0,4.0,8.0,14.0,21.0,0.0,Electric generator,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unpredictable interruptions,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1.0,No,,2.2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,30.0,Yes,No,No,No,No,,15.0,Yes,,,,,100000.0,0.0,Gasoline/Petrol,25.0,Yes,3500.0,No,,,,,,,,,,,,,,,,,,,,No,No,,No,No,No problems,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,10.0,Yes,,,,,
658,2011528243701.0,2017-11-10T09:14:16-05:00,1.0,Yes,,,,,,30.0,6000.0,2500.0,7.0,4.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,2000.0,No,No,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,14.0,35.0,0.0,12.0,4.0,4.0,7.0,21.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,0.0,,,,,,
659,2012501800201.0,2017-11-12T04:24:46-05:00,1.0,Yes,,,,,,30.0,500.0,888.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,500.0,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,Local mini grid connection (e.g Rural electrification grid),,No back-up source,,Call/Visit/SMS utility company (DISCO),,The power company,0.0,No,Unexpectedly high bills,High cost of electricity,No,No,,,Yes,KDCO,No,27.0,500.0,888.0,0.0,0.0,No,Energy company (NEPA/PHCN),No,Fixed monthly fee,Cash,No,Respondent has energy bill and shows it,500.0,500.0,888.0,Do not know,Yes,,,,,,,,,,,,,,,,,,,,Do not know,888.0,888.0,888.0,888.0,888.0,No back-up source,No back-up source,Call/SMS mini-grid operator,The power company,0.0,No,Unexpectedly high bills,Too expensive,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,3.0,Yes,,,,,
660,2012501801401.0,2017-11-12T04:49:11-05:00,1.0,Yes,,,,,,1.0,1000.0,3000.0,0.0,0.0,Community/village/municipality,,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent does not have an energy bill,,,1000.0,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,14.0,0.0,2.0,1.0,1.0,3.0,14.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,Someone not from power company,2.0,No,Supply shortage/not enough hours of electricity,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,Yes,,,,,
661,2012501801501.0,2017-11-12T06:25:05-05:00,1.0,No,15.0,Monthly fee is too expensive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,0.0,,,,,,
662,2012501801701.0,2017-11-12T04:47:15-05:00,1.0,Yes,,,,,,6.0,3000.0,1500.0,3.0,7.0,Neighbor,,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent does not have an energy bill,,,250.0,No,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,70.0,0.0,8.0,4.0,2.0,14.0,28.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Unexpectedly high bills,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,0.0,,,,,,
663,2012501801702.0,2017-11-12T05:08:16-05:00,1.0,No,10.0,Cost of initial connection is too expensive,,Yes,Up to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,1.0,No,No,No,1.0,No,300.0
664,2012501801703.0,2017-11-12T06:24:01-05:00,1.0,No,15.0,Cost of initial connection is too expensive,,Yes,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,0.0,,,,,,
665,2012501801704.0,2017-11-12T04:58:32-05:00,1.0,Yes,,,,,,8.0,3000.0,1500.0,3.0,0.0,Neighbor,,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,250.0,No,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,70.0,0.0,8.0,4.0,2.0,14.0,28.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,Low/high voltage problems or voltage fluctuations,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,2.0,Yes,,,,,
666,2012501801901.0,2017-11-12T06:55:11-05:00,1.0,Yes,,,,,,2.0,300.0,1000.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,300.0,No,Yes,,,,,,,,,,,,,,,,,,,,12.0,4.0,12.0,7.0,35.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,0.0,,,,,,
667,2012501802901.0,2017-11-12T08:26:04-05:00,1.0,Yes,,,,,,12.0,3000.0,1500.0,1.0,2.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,500.0,No,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,70.0,0.0,5.0,1.0,1.0,14.0,28.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,No,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,No,No,Yes,2.0,Yes,600.0
668,2012501803301.0,2017-11-12T08:23:59-05:00,1.0,Yes,,,,,,12.0,1000.0,750.0,1.0,360.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent has energy bill but refuses to show it or could not locate it,,,1000.0,No,Yes,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,888.0,14.0,0.0,Local mini grid connection (e.g Rural electrification grid),,No back-up source,,Call/Visit/SMS utility company (DISCO),,The power company,0.0,No,Unexpectedly high bills,High cost of electricity,No,No,,,Yes,KDCO,No,20.0,1000.0,750.0,0.0,0.0,No,Energy company (NEPA/PHCN),No,Fixed monthly fee,Cash,No,Respondent has energy bill but refuses to show it or could not locate it,,1000.0,,Do not know,Yes,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,888.0,14.0,888.0,No back-up source,No back-up source,Call/SMS mini-grid operator,The power company,0.0,No,Too expensive,Unexpectedly high bills,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,1.0,No,No,No,1.0,No,200.0
669,2012501803402.0,2017-11-12T08:10:56-05:00,1.0,Yes,,,,,,6.0,1500.0,800.0,2.0,7.0,Neighbor,,Monthly,,No,,,,,Utility (DISCO) estimates consumption,,Cash,Respondent does not have an energy bill,,,300.0,No,No,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,70.0,0.0,5.0,1.0,1.0,14.0,28.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry-cell battery,,2.0,Yes,,,,,
670,2012501803412.0,2017-11-12T08:58:00-05:00,1.0,Yes,,,,,,3.0,300.0,600.0,0.0,0.0,Energy company (NEPA/PHCN),,Monthly,,No,,,,,Fixed monthly fee,,Cash,Respondent does not have an energy bill,,,300.0,No,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,70.0,0.0,5.0,1.0,1.0,14.0,28.0,0.0,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight,,No back-up source,,Call a local technician/local electrician/NEPA,,No-one: we wait until power returns,,No,No problems,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Connection,,0.0,,,,,,
