,HH_ID,I_Cookstove__id,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13a,I13b,I14__111,I14__1,I14__2,I14__3,I14__4,I14__5,I14__6,I14__7,I14__8,I14__9,I14__10,I14__11,I14__12,I15,I16,I16_oth,I17,I18,I19a,I19b,I20a,I20b,I21,I22,I23,I24,I25,I26,I27,I31__1,I31__2,I31__3,I31__4,I31__5,I31__6,I31__7,I31__8,I31__9,I32,I32_oth,I33,I35,I36a,I36b,interview__key
980,3008515460301.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,2500.0,,No,don't know,1200.0,,1.0,6,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Sometimes available,,2,7,2,45,90,30,35,No,No,No,No,No,No,No,No,Yes,,,Yes,No,4000,,83-59-07-19
981,3008515460301.0,3,Manufactured Stove Traditional,"Purchase, in installment",Wife/Spouse,500.0,,No,blacksmith,0.0,,1.0,16,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,2,0,90,0,35,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,100,,83-59-07-19
982,3008515460401.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,6000.0,,No,butterfly,5000.0,,1.0,6,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Sometimes available,,10,4,2,60,120,75,35,No,No,No,No,No,No,No,No,Yes,,,No,,1200,,10-43-08-77
983,3008515460401.0,2,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,6000.0,,No,rolay,15000.0,,4.0,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,5,7,3,30,90,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,18000,,10-43-08-77
984,3008515460401.0,3,Electric Stove,Receive for free,,,Friend/ relative,No,emel,4000.0,,1.0,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Sometimes available,,1,3,1,35,60,60,35,No,No,No,No,No,No,No,No,Yes,,,No,,4000,,10-43-08-77
985,3008515460501.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,18000.0,,No,Lg,20000.0,,2.0,5,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,2,7,3,30,60,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,14000,,92-99-28-81
986,3008515460701.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,15000.0,,No,LG,888.0,,4.0,11,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Mostly available,,30,7,3,35,70,60,35,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,0,,65-10-05-83
987,3008515460701.0,2,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,23000.0,,No,Don't know,10000.0,,2.0,5,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Mostly available,,60,7,4,30,95,60,35,No,No,No,No,No,No,No,No,Yes,,,Yes,No,3500,,65-10-05-83
988,3008515460801.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,15000.0,,No,TOTAL,17000.0,,1.0,5,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,LPG/cooking gas,Not applicable,Always available,,1,5,2,30,58,45,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,5000,,23-00-95-08
989,3008515460801.0,2,Koresone Stove,Receive for free,,,Friend/ relative,No,butterfly,2000.0,,1.0,6,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,2,3,2,40,0,45,17,No,No,No,No,No,No,No,No,Yes,,,No,,500,,23-00-95-08
990,3008515461501.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,20000.0,,No,Sony,0.0,,4.0,10,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,60,7,7,55,60,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,,39-19-85-48
991,3008515461501.0,2,Koresone Stove,"Purchased, upfront",Head,1500.0,,No,LG,0.0,,1.0,7,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,90,0,2,0,0,120,0,No,No,No,No,No,No,No,No,Yes,,,No,,820,,39-19-85-48
992,3008515461701.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,1000.0,,No,Man made,700.0,,1.0,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,1,30,60,0,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,,47-28-55-24
993,3008515461701.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,1500.0,,No,Lg,700.0,,1.0,2,0,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Sometimes available,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,2000,,47-28-55-24
994,3008515462001.0,1,Koresone Stove,"Purchased, upfront",Head,1500.0,,No,Butterfly,0.0,,1.0,3,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,3,7,7,40,90,60,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,725,,25-20-55-75
995,3008515462101.0,1,Koresone Stove,"Purchased, upfront",Head,3500.0,,No,Butterfly,1000.0,,1.0,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,LPG/cooking gas,Always available,Always available,60,7,3,0,40,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,1500,3700.0,22-77-60-95
996,3008515462101.0,2,LPG/Natural Gas Stove,"Purchased, upfront",Head,32000.0,,No,Nulec,15000.0,,4.0,8,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Piped Natural Gas,LPG/cooking gas,Always available,Always available,120,7,3,60,0,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3700,3700.0,22-77-60-95
997,3008515462201.0,1,Koresone Stove,"Purchased, upfront",Head,4500.0,,No,Butterfly,1000.0,,1.0,12,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,LPG/cooking gas,Always available,Always available,60,7,3,10,0,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,1900.0,68-28-37-84
998,3008515462201.0,2,LPG/Natural Gas Stove,"Purchased, upfront",Head,28000.0,,No,Nulec,15000.0,,4.0,8,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,LPG/cooking gas,Not applicable,Always available,,60,3,1,60,0,0,5,No,No,No,No,No,No,No,No,Yes,,,No,,1900,,68-28-37-84
999,3008515462301.0,1,Koresone Stove,"Purchased, upfront",Head,1500.0,,Yes,Butterfly,500.0,,1.0,7,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Wood purchased,Always available,Always available,90,7,2,90,0,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,800.0,22-21-22-60
1000,3008515462301.0,2,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,60,1,1,60,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,800,,22-21-22-60
1001,3008515462601.0,1,LPG/Natural Gas Stove,"Purchase, in installment",Head,17000.0,,Yes,crown star,14000.0,,4.0,3,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Electric,Always available,Sometimes available,2,7,4,60,130,20,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,0.0,97-81-79-31
1002,3008515463201.0,1,Koresone Stove,Receive for free,,,Friend/ relative,No,Butterfly,1000.0,,1.0,6,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,3,7,3,68,130,15,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,44-67-38-37
1003,3008528920301.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,400.0,,No,Traditional,200.0,,1.0,0,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,No,,Wood purchased,Not applicable,Mostly available,,2,7,2,40,60,0,0,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,3600,,71-36-66-44
1004,3008528920801.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,300.0,,No,Traditional,150.0,,1.0,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,3,7,3,40,90,90,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4200,,54-34-86-64
1005,3008528921001.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,250.0,,No,0,100.0,,1.0,3,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,2,120,180,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,49-81-09-07
1006,3008528921101.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,300.0,,No,0,150.0,,1.0,1,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,4,7,3,40,120,60,0,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,Yes,5000,,47-56-15-01
1007,3008528921301.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,200.0,,No,0,80.0,,1.0,1,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,No,,Wood purchased,Not applicable,Always available,,5,7,1,0,120,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,,30-91-40-16
1008,3008528921603.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,45,7,2,30,0,45,45,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3100,,28-77-12-57
1009,3008528921703.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,30,5,1,0,30,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1550,,34-24-75-34
1010,3008528922002.0,1,3-Stone/Open Fire Stove,,,,,,,,,,25,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Garbage,Not applicable,Always available,,5,7,4,25,30,40,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,51-91-63-72
1011,3008528922201.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,200.0,,No,no model,200.0,,1.0,15,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Garbage,Not applicable,Always available,,15,7,3,25,30,50,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,54-43-62-24
1012,3008528922401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Garbage/plastic,Always available,Always available,10,7,3,20,30,45,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3720,0.0,17-93-21-06
1013,3008528922701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Sometimes available,,5,7,2,1,1,0,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,,36-22-67-84
1014,3008528924201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Mostly available,,5,7,14,1,1,0,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2100,,71-06-50-76
1015,3008528924201.0,2,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,700.0,,No,no model,400.0,,1.0,1,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,No,,Charcoal,Not applicable,Sometimes available,,10,3,1,0,1,0,15,No,No,No,No,No,No,No,No,Yes,,,No,,500,,71-06-50-76
1016,3008528924201.0,3,Electric Stove,"Purchased, upfront",Wife/Spouse,2200.0,,Yes,Crown star,1800.0,,1.0,1,9,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Always available,,1,4,2,1,0,1,1,No,No,No,No,No,No,No,No,Yes,,,No,,0,,71-06-50-76
1017,3008528924303.0,1,Koresone Stove,"Purchased, upfront",Head,1600.0,,Yes,don't know,1000.0,,1.0,3,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,2,7,2,1,0,1,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,55-03-08-90
1018,3009502960101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Wood collected,Mostly available,Sometimes available,70,7,15,0,60,80,80,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,450,0.0,91-18-29-93
1019,3009502960901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,100,7,18,40,80,100,0,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,1600,,66-95-35-09
1020,3009502961102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,8,7,2,40,130,50,12,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,78-50-95-35
1021,3009502962602.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,7,7,3,60,100,50,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2500,,26-54-10-38
1022,3009502962701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,14,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,10,7,3,80,100,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,89-85-38-37
1023,3009502963001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,5,7,3,60,30,45,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,6000,,26-64-33-71
1024,3009502963201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,6,7,2,0,60,45,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,900,,77-71-88-69
1025,3009502963401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,6,7,2,25,0,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4500,,45-37-36-33
1026,3009502963901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Mostly available,,1,7,3,1,1,1,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,37-61-75-23
1027,3009502964101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Wood collected,Always available,Sometimes available,3,7,2,1,0,1,0,No,No,No,No,No,No,No,Yes,No,Yes,,Yes,Yes,1200,1000.0,65-73-35-07
1028,3009502964601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,11,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Wood collected,Always available,Mostly available,2,7,2,1,0,1,0,No,No,No,No,No,No,Yes,No,No,Yes,,Yes,Yes,600,800.0,52-42-19-58
1029,3009502965101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,15,7,2,30,120,80,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,10000,,55-51-58-24
1030,3009502965501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Mostly available,,30,7,1,60,120,180,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,37-82-93-90
1031,3009502965701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,10,7,3,30,120,70,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,80-18-35-81
1032,3009503600301.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,400.0,,No,Traditional,150.0,,1.0,1,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,3,7,2,30,0,60,20,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,2100,,26-84-01-29
1033,3009503600701.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,1200.0,,No,Traditional,1000.0,,1.0,1,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,3,7,2,30,0,70,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2100,,66-31-19-75
1034,3009503601601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Not applicable,Always available,,10,7,2,60,0,120,0,No,Yes,No,No,No,No,No,No,No,Yes,,Yes,Yes,800,,93-49-21-19
1035,3009503601701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,15,7,3,60,120,60,40,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2100,,38-51-28-86
1036,3009503602101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,9,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,20,7,3,40,60,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2700,,01-03-66-73
1037,3009503602201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,30,7,3,30,20,30,35,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,30,,44-25-22-62
1038,3009503602301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,30,7,3,20,60,120,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3100,,98-82-89-31
1039,3009503602701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,6,7,3,35,60,80,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,68-13-71-16
1040,3009503602801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Garbage,Not applicable,Always available,,12,7,3,5,10,15,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,57-66-50-00
1041,3009503603101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,15,7,3,15,20,35,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,400,,79-52-94-30
1042,3009503603401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Not applicable,Always available,,15,7,3,15,40,58,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,400,,50-15-96-03
1043,3009503603801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,10,7,3,30,180,180,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,200,,10-05-26-60
1044,3009503603901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,10,7,2,1,1,0,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,500,,63-92-04-39
1045,3009503605001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Wood collected,Always available,Sometimes available,5,7,3,1,1,1,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,800,0.0,14-14-47-15
1046,3009506760501.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,1500.0,,No,none,500.0,,1.0,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Not applicable,Always available,,2,7,3,45,70,110,25,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3500,,07-11-94-76
1047,3009506760701.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,1800.0,,No,metal stove,500.0,,1.0,30,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Wood collected,Mostly available,Mostly available,3,7,7,30,120,130,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1700,200.0,56-22-13-05
1048,3009506760702.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Saw Dust,Always available,Always available,10,7,2,35,90,0,30,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,1100,0.0,09-05-32-04
1049,3009506760901.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,60.0,,No,blacksmith,0.0,,1.0,9,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood collected,Garbage/plastic,Always available,Always available,10,7,4,50,120,120,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,100,40.0,79-13-61-26
1050,3009506761601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Garbage/plastic,Always available,Mostly available,20,7,3,40,120,90,35,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,1500,0.0,77-93-20-68
1051,3009506761701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Not applicable,Always available,,12,7,3,30,60,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,12-56-19-68
1052,3009506761801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,29,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Always available,Sometimes available,5,7,2,40,68,0,20,No,No,No,No,No,Yes,No,No,No,Yes,,Yes,Yes,100,150.0,86-39-99-96
1053,3009506761901.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,500.0,,No,Man made three stove,100.0,,1.0,2,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,No,,Wood purchased,Not applicable,Always available,,3,7,3,25,85,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,,23-74-86-75
1054,3009506762001.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,800.0,,No,Butterfly,500.0,,1.0,3,0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Mostly available,,5,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,200,,86-25-76-60
1055,3009506762001.0,2,3-Stone/Open Fire Stove,,,,,,,,,,3,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,90,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,250,,86-25-76-60
1056,3009506762201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,120,7,3,180,180,120,30,No,No,No,No,No,No,Yes,No,No,Yes,,Yes,Yes,0,,72-50-90-91
