,HHID,Number_of_items,C109,C110,C111,C112
1065,03210100412163,,,,,
1066,03210100412180,,,,,
1067,03210100412197,,,,,
1068,03210100808015,,,,,
1069,03210100808032,,,,,
1070,03210100808049,,,,,
1071,03210100808066,,,,,
1072,03210100808083,,,,,
1073,03210100808100,,,,,
1074,03210100808117,,,,,
1075,03210100808134,,,,,
1076,03210100808151,,,,,
1077,03210100808168,,,,,
1078,03210100808185,,,,,
1079,03210100808202,,,,,
1080,03210101214002,,,,,
1081,03210101214015,,,,,
1082,03210101214028,,,,,
1083,03210101214041,,,,,
1084,03210101214054,,,,,
1085,03210101214067,,,,,
1086,03210101214080,,,,,
1087,03210101214093,,,,,
1088,03210101214106,,,,,
1089,03210101214119,,,,,
1090,03210101214132,,,,,
1091,03210101214145,,,,,
1092,03210300832020,,,,,
1093,03210300832067,,,,,
1094,03210300832114,,,,,
1095,03210300832161,,,,,
1096,03210300832208,,,,,
1097,03210300832255,,,,,
1098,03210300832302,,,,,
1099,03210300832349,,,,,
1100,03210300832396,1.0,-99.0,-99.0,180.0,2.0
1101,03210300832396,2.0,-99.0,-99.0,200.0,2.0
1102,03210300832396,3.0,-99.0,-99.0,200.0,2.0
1103,03210300832443,,,,,
1104,03210300832490,,,,,
1105,03210300832537,,,,,
1106,04220201601001,,,,,
1107,04220201601002,,,,,
1108,04220201601003,,,,,
1109,04220201601004,,,,,
1110,04220201601005,,,,,
1111,04220201601006,,,,,
1112,04220201601007,,,,,
1113,04220201601008,,,,,
1114,04220201601009,,,,,
1115,04220201601010,,,,,
1116,04220201601011,,,,,
1117,04220201601012,,,,,
1118,04220202602001,,,,,
1119,04220202602002,,,,,
1120,04220202602003,,,,,
1121,04220202602004,,,,,
1122,04220202602005,,,,,
1123,04220202602006,,,,,
1124,04220202602007,,,,,
1125,04220202602008,,,,,
1126,04220202602009,,,,,
1127,04220202602010,,,,,
1128,04220202602011,,,,,
1129,04220202602012,,,,,
1130,04220800303001,,,,,
1131,04220800303002,,,,,
1132,04220800303003,,,,,
1133,04220800303004,,,,,
1134,04220800303005,,,,,
1135,04220800303006,,,,,
1136,04220800303007,,,,,
1137,04220800303008,,,,,
1138,04220800303009,,,,,
1139,04220800303010,,,,,
1140,04220800303011,,,,,
1141,04220800303012,,,,,
1142,04221700103001,,,,,
1143,04221700103002,,,,,
1144,04221700103003,,,,,
1145,04221700103004,,,,,
1146,04221700103005,,,,,
1147,04221700103006,,,,,
1148,04221700103007,,,,,
1149,04221700103008,,,,,
1150,04221700103009,,,,,
1151,04221700103010,,,,,
1152,04221700103011,,,,,
1153,04221700103012,,,,,
1154,04230200302001,,,,,
1155,04230200302002,,,,,
1156,04230200302003,,,,,
1157,04230200302004,,,,,
1158,04230200302005,,,,,
1159,04230200302006,,,,,
1160,04230200302007,,,,,
1161,04230200302008,,,,,
1162,04230200302009,,,,,
1163,04230200302010,,,,,
1164,04230200302011,,,,,
1165,04230200302012,,,,,
1166,04231300304001,,,,,
1167,04231300304002,,,,,
1168,04231300304003,,,,,
1169,04231300304004,,,,,
1170,04231300304005,,,,,
1171,04231300304006,,,,,
1172,04231300304007,,,,,
1173,04231300304008,,,,,
1174,04231300304009,,,,,
1175,04231300304010,,,,,
1176,04231300304011,,,,,
1177,04231300304012,,,,,
1178,04231301905001,,,,,
1179,04231301905002,,,,,
1180,04231301905003,,,,,
1181,04231301905004,,,,,
1182,04231301905005,,,,,
1183,04231301905006,,,,,
1184,04231301905007,,,,,
1185,04231301905008,,,,,
1186,04231301905009,,,,,
1187,04231301905010,,,,,
1188,04231301905011,,,,,
1189,04231301905012,,,,,
1190,04231700111001,,,,,
1191,04231700111002,,,,,
1192,04231700111003,,,,,
1193,04231700111004,,,,,
1194,04231700111005,,,,,
1195,04231700111006,,,,,
1196,04231700111007,,,,,
1197,04231700111008,,,,,
1198,04231700111009,,,,,
1199,04231700111010,,,,,
1200,04231700111011,,,,,
1201,04231700111012,,,,,
1202,04231700304001,,,,,
1203,04231700304002,,,,,
1204,04231700304003,,,,,
1205,04231700304004,,,,,
1206,04231700304005,,,,,
1207,04231700304006,,,,,
1208,04231700304007,,,,,
1209,04231700304008,,,,,
1210,04231700304009,,,,,
1211,04231700304010,,,,,
1212,04231700304011,,,,,
1213,04231700304012,,,,,
1214,04231700417001,,,,,
1215,04231700417002,,,,,
1216,04231700417003,,,,,
1217,04231700417004,,,,,
1218,04231700417005,,,,,
1219,04231700417006,,,,,
1220,04231700417007,,,,,
1221,04231700417008,,,,,
1222,04231700417009,,,,,
1223,04231700417010,,,,,
1224,04231700417011,,,,,
1225,04231700417012,,,,,
1226,04231700602001,,,,,
1227,04231700602002,,,,,
1228,04231700602004,,,,,
1229,04231700602005,,,,,
1230,04231700602006,,,,,
1231,04231700602007,,,,,
1232,04231700602008,,,,,
1233,04231700602009,,,,,
1234,04231700602010,,,,,
1235,04231700602014,,,,,
1236,04231700602015,,,,,
1237,04231700602016,,,,,
1238,04231700602017,,,,,
1239,04231700602018,,,,,
1240,04240101704001,,,,,
1241,04240101704002,,,,,
1242,04240101704003,,,,,
1243,04240101704004,,,,,
1244,04240101704005,,,,,
1245,04240101704006,,,,,
1246,04240101704007,,,,,
1247,04240101704008,,,,,
1248,04240101704009,,,,,
1249,04240101704010,,,,,
1250,04240101704011,,,,,
1251,04240101704012,,,,,
1252,04240602203001,,,,,
1253,04240602203002,,,,,
1254,04240602203003,,,,,
1255,04240602203004,,,,,
1256,04240602203005,,,,,
1257,04240602203006,,,,,
1258,04240602203007,,,,,
1259,04240602203008,,,,,
1260,04240602203009,,,,,
1261,04240602203010,,,,,
1262,04240602203011,,,,,
1263,04240602203012,,,,,
1264,04241600101001,,,,,
1265,04241600101002,,,,,
1266,04241600101003,,,,,
1267,04241600101004,,,,,
1268,04241600101005,,,,,
1269,04241600101006,,,,,
1270,04241600101007,,,,,
1271,04241600101008,,,,,
1272,04241600101009,,,,,
1273,04241600101010,,,,,
1274,04241600101011,,,,,
1275,04241600101012,,,,,
1276,04242000217001,,,,,
1277,04242000217002,,,,,
1278,04242000217003,,,,,
1279,04242000217004,,,,,
1280,04242000217005,,,,,
1281,04242000217006,,,,,
1282,04242000217007,,,,,
1283,04242000217008,,,,,
1284,04242000217009,,,,,
1285,04242000217010,,,,,
1286,04242000217011,,,,,
1287,04242000217012,,,,,
1288,04242204001001,,,,,
1289,04242204001002,,,,,
1290,04242204001003,,,,,
1291,04242204001004,,,,,
1292,04242204001005,,,,,
1293,04242204001006,,,,,
1294,04242204001007,,,,,
1295,04242204001008,,,,,
1296,04242204001009,,,,,
1297,04242204001010,,,,,
1298,04242204001011,,,,,
1299,04242204001012,,,,,
1300,04250302905001,,,,,
1301,04250302905002,,,,,
1302,04250302905003,,,,,
1303,04250302905004,,,,,
1304,04250302905005,,,,,
1305,04250302905006,,,,,
1306,04250302905007,,,,,
1307,04250302905008,,,,,
1308,04250302905009,,,,,
1309,04250302905010,,,,,
1310,04250302905011,,,,,
1311,04250302905012,,,,,
1312,04250800404001,,,,,
1313,04250800404002,,,,,
1314,04250800404003,,,,,
1315,04250800404004,,,,,
1316,04250800404005,,,,,
1317,04250800404006,,,,,
1318,04250800404007,,,,,
1319,04250800404008,,,,,
1320,04250800404009,,,,,
1321,04250800404010,,,,,
1322,04250800404011,,,,,
1323,04250800404012,,,,,
1324,04251103105001,,,,,
1325,04251103105002,,,,,
1326,04251103105003,,,,,
1327,04251103105004,,,,,
1328,04251103105005,,,,,
1329,04251103105006,,,,,
1330,04251103105007,,,,,
1331,04251103105008,,,,,
1332,04251103105009,,,,,
1333,04251103105010,,,,,
1334,04251103105011,,,,,
1335,04251103105012,,,,,
1336,04251103502001,,,,,
1337,04251103502002,,,,,
1338,04251103502003,,,,,
1339,04251103502004,,,,,
1340,04251103502005,,,,,
1341,04251103502006,,,,,
1342,04251103502007,,,,,
1343,04251103502008,,,,,
1344,04251103502009,,,,,
1345,04251103502010,,,,,
1346,04251103502011,,,,,
1347,04251103502012,,,,,
1348,04260500101001,,,,,
1349,04260500101002,,,,,
1350,04260500101003,,,,,
1351,04260500101004,,,,,
1352,04260500101005,,,,,
1353,04260500101006,,,,,
1354,04260500101007,,,,,
1355,04260500101008,,,,,
1356,04260500101009,,,,,
1357,04260500101010,,,,,
1358,04260500101011,,,,,
1359,04260500101012,,,,,
1360,04260801102001,,,,,
1361,04260801102002,,,,,
1362,04260801102003,,,,,
1363,04260801102004,,,,,
1364,04260801102005,,,,,
1365,04260801102006,,,,,
1366,04260801102007,,,,,
1367,04260801102008,,,,,
1368,04260801102009,,,,,
1369,04260801102010,,,,,
1370,04260801102011,,,,,
1371,04260801102012,,,,,
1372,04260803103001,,,,,
1373,04260803103002,,,,,
1374,04260803103003,,,,,
1375,04260803103004,,,,,
1376,04260803103005,,,,,
1377,04260803103006,,,,,
1378,04260803103007,,,,,
1379,04260803103008,,,,,
1380,04260803103009,,,,,
1381,04260803103010,,,,,
1382,04260803103011,,,,,
1383,04260803103012,,,,,
1384,04261400105001,,,,,
1385,04261400105002,,,,,
1386,04261400105003,,,,,
1387,04261400105004,,,,,
1388,04261400105005,,,,,
1389,04261400105006,,,,,
1390,04261400105007,,,,,
1391,04261400105008,,,,,
1392,04261400105009,,,,,
1393,04261400105010,,,,,
1394,04261400105011,,,,,
1395,04261400105012,,,,,
1396,04261500308001,,,,,
1397,04261500308002,,,,,
1398,04261500308003,,,,,
1399,04261500308004,,,,,
1400,04261500308005,,,,,
1401,04261500308006,,,,,
1402,04261500308007,,,,,
1403,04261500308008,,,,,
1404,04261500308009,,,,,
1405,04261500308010,,,,,
1406,04261500308011,1.0,,,45.0,2.0
1407,04261500308012,,,,,
1408,04261701902001,,,,,
1409,04261701902002,,,,,
1410,04261701902003,,,,,
1411,04261701902004,,,,,
1412,04261701902005,,,,,
1413,04261701902006,,,,,
1414,04261701902007,,,,,
1415,04261701902008,,,,,
1416,04261701902009,,,,,
1417,04261701902010,,,,,
1418,04261701902011,,,,,
1419,04261701902012,,,,,
1420,04270101002001,,,,,
1421,04270101002002,,,,,
1422,04270101002003,,,,,
1423,04270101002004,,,,,
1424,04270101002005,,,,,
1425,04270101002006,,,,,
1426,04270101002007,,,,,
1427,04270101002008,,,,,
1428,04270101002009,,,,,
1429,04270101002010,,,,,
1430,04270101002011,,,,,
1431,04270101002012,,,,,
1432,04271202206001,,,,,
1433,04271202206002,,,,,
1434,04271202206003,,,,,
1435,04271202206004,,,,,
1436,04271202206005,,,,,
1437,04271202206006,,,,,
1438,04271202206007,,,,,
1439,04271202206008,,,,,
1440,04271202206009,,,,,
1441,04271202206010,,,,,
1442,04271202206011,,,,,
1443,04271202206012,,,,,
1444,04271800107001,,,,,
1445,04271800107003,,,,,
1446,04271800107004,,,,,
1447,04271800107005,,,,,
1448,04271800107024,,,,,
1449,04271800107044,,,,,
1450,04271800107064,,,,,
1451,04271800107084,,,,,
1452,04271800107104,,,,,
1453,04271800107124,,,,,
1454,04271800107144,,,,,
1455,04271800107164,,,,,
1456,04280201505001,,,,,
1457,04280201505002,,,,,
1458,04280201505003,,,,,
1459,04280201505004,,,,,
1460,04280201505005,,,,,
1461,04280201505006,,,,,
1462,04280201505007,,,,,
1463,04280201505008,,,,,
1464,04280201505009,,,,,
1465,04280201505010,,,,,
1466,04280201505011,,,,,
1467,04280201505012,,,,,
1468,04280203203001,,,,,
1469,04280203203002,,,,,
1470,04280203203003,,,,,
1471,04280203203004,,,,,
1472,04280203203005,,,,,
1473,04280203203006,,,,,
1474,04280203203007,,,,,
1475,04280203203008,,,,,
1476,04280203203009,,,,,
1477,04280203203010,,,,,
1478,04280203203011,,,,,
1479,04280203203012,,,,,
1480,04280300107008,,,,,
1481,04280300107021,,,,,
1482,04280300107034,,,,,
1483,04280300107047,,,,,
1484,04280300107060,,,,,
1485,04280300107073,,,,,
1486,04280300107086,,,,,
1487,04280300107099,,,,,
1488,04280300107112,,,,,
1489,04280300107125,,,,,
1490,04280300107138,,,,,
1491,04280300107151,,,,,
1492,04280900511014,,,,,
1493,04280900511029,,,,,
1494,04280900511044,,,,,
1495,04280900511059,,,,,
1496,04280900511074,,,,,
1497,04280900511089,,,,,
1498,04280900511104,,,,,
1499,04280900511119,,,,,
1500,04280900511134,,,,,
1501,04280900511149,,,,,
1502,04280900511164,,,,,
1503,04280900511179,,,,,
1504,04280900803005,,,,,
1505,04280900803018,,,,,
1506,04280900803031,,,,,
1507,04280900803044,,,,,
1508,04280900803057,,,,,
1509,04280900803070,,,,,
1510,04280900803083,,,,,
1511,04280900803096,,,,,
1512,04280900803109,,,,,
1513,04280900803122,,,,,
1514,04280900803135,,,,,
1515,04280900803148,,,,,
1516,04290100110001,,,,,
1517,04290100110002,,,,,
1518,04290100110003,,,,,
1519,04290100110004,,,,,
1520,04290100110005,,,,,
1521,04290100110006,,,,,
1522,04290100110007,,,,,
1523,04290100110008,,,,,
1524,04290100110009,,,,,
1525,04290100110010,,,,,
1526,04290100110011,,,,,
1527,04290100110012,,,,,
1528,04290500106001,,,,,
1529,04290500106002,,,,,
1530,04290500106003,,,,,
1531,04290500106004,,,,,
1532,04290500106005,,,,,
1533,04290500106006,,,,,
1534,04290500106007,,,,,
1535,04290500106008,,,,,
1536,04290500106009,,,,,
1537,04290500106010,,,,,
1538,04290500106011,,,,,
1539,04290500106012,,,,,
1540,04291500905001,,,,,
1541,04291500905002,,,,,
1542,04291500905003,,,,,
1543,04291500905004,,,,,
1544,04291500905005,,,,,
1545,04291500905006,,,,,
1546,04291500905007,,,,,
1547,04291500905008,,,,,
1548,04291500905009,,,,,
1549,04291500905010,,,,,
1550,04291500905011,,,,,
1551,04291500905012,,,,,
1552,04291501302001,,,,,
1553,04291501302002,,,,,
1554,04291501302003,,,,,
1555,04291501302004,,,,,
1556,04291501302005,,,,,
1557,04291501302006,,,,,
1558,04291501302007,,,,,
1559,04291501302008,,,,,
1560,04291501302009,,,,,
1561,04291501302010,,,,,
1562,04291501302011,,,,,
1563,04291501302012,,,,,
1564,04291801901001,,,,,
1565,04291801901002,,,,,
1566,04291801901003,,,,,
1567,04291801901004,,,,,
1568,04291801901005,,,,,
1569,04291801901006,,,,,
1570,04291801901007,,,,,
1571,04291801901008,,,,,
1572,04291801901009,,,,,
1573,04291801901010,,,,,
1574,04291801901011,,,,,
1575,04291801901012,,,,,
1576,04292500402001,,,,,
1577,04292500402002,,,,,
1578,04292500402003,,,,,
1579,04292500402004,,,,,
1580,04292500402005,,,,,
1581,04292500402006,,,,,
1582,04292500402007,,,,,
1583,04292500402008,,,,,
1584,04292500402009,,,,,
1585,04292500402010,,,,,
1586,04292500402011,,,,,
1587,04292500402012,,,,,
1588,04300203306001,,,,,
1589,04300203306002,,,,,
1590,04300203306003,,,,,
1591,04300203306004,,,,,
1592,04300203306005,,,,,
1593,04300203306006,,,,,
1594,04300203306007,,,,,
1595,04300203306008,,,,,
1596,04300203306009,,,,,
1597,04300203306010,,,,,
1598,04300203306011,,,,,
1599,04300203306012,,,,,
1600,04300400106001,,,,,
1601,04300400106002,,,,,
1602,04300400106003,,,,,
1603,04300400106004,,,,,
1604,04300400106005,,,,,
1605,04300400106006,,,,,
1606,04300400106007,,,,,
1607,04300400106008,,,,,
1608,04300400106009,,,,,
1609,04300400106010,,,,,
1610,04300400106011,,,,,
1611,04300400106012,,,,,
1612,04300800105001,,,,,
1613,04300800105002,,,,,
1614,04300800105003,,,,,
1615,04300800105004,,,,,
1616,04300800105005,,,,,
1617,04300800105006,,,,,
1618,04300800105007,,,,,
1619,04300800105008,,,,,
1620,04300800105009,,,,,
1621,04300800105010,,,,,
1622,04300800105011,,,,,
1623,04300800105012,,,,,
1624,04300800210001,,,,,
1625,04300800210002,,,,,
1626,04300800210003,,,,,
1627,04300800210004,,,,,
1628,04300800210005,,,,,
1629,04300800210006,,,,,
1630,04300800210007,,,,,
1631,04300800210008,,,,,
1632,04300800210009,,,,,
1633,04300800210010,,,,,
1634,04300800210011,,,,,
1635,04300800210012,,,,,
1636,04300802504001,,,,,
1637,04300802504002,,,,,
1638,04300802504003,,,,,
1639,04300802504004,,,,,
1640,04300802504005,,,,,
1641,04300802504006,,,,,
1642,04300802504007,,,,,
1643,04300802504008,,,,,
1644,04300802504009,,,,,
1645,04300802504010,,,,,
1646,04300802504011,,,,,
1647,04300802504012,,,,,
1648,04301301004001,,,,,
1649,04301301004002,,,,,
1650,04301301004003,,,,,
1651,04301301004004,,,,,
1652,04301301004005,,,,,
1653,04301301004006,,,,,
1654,04301301004007,,,,,
1655,04301301004008,,,,,
1656,04301301004009,,,,,
1657,04301301004010,,,,,
1658,04301301004011,,,,,
1659,04301301004012,,,,,
1660,04310302803001,,,,,
1661,04310302803002,,,,,
1662,04310302803003,,,,,
1663,04310302803004,,,,,
1664,04310302803005,,,,,
1665,04310302803006,,,,,
1666,04310302803007,,,,,
1667,04310302803008,,,,,
1668,04310302803009,,,,,
1669,04310302803010,,,,,
1670,04310302803011,,,,,
1671,04310302803012,,,,,
1672,04311102101001,,,,,
1673,04311102101002,,,,,
1674,04311102101003,,,,,
1675,04311102101004,,,,,
1676,04311102101005,,,,,
1677,04311102101006,,,,,
1678,04311102101007,,,,,
1679,04311102101008,,,,,
1680,04311102101009,,,,,
1681,04311102101010,,,,,
1682,04311102101011,,,,,
1683,04311102101012,,,,,
1684,04311103311001,,,,,
1685,04311103311002,,,,,
1686,04311103311003,,,,,
1687,04311103311004,,,,,
1688,04311103311005,,,,,
1689,04311103311006,,,,,
1690,04311103311007,,,,,
1691,04311103311008,,,,,
1692,04311103311009,,,,,
1693,04311103311010,,,,,
1694,04311103311011,,,,,
1695,04311103311012,,,,,
1696,04311200105001,,,,,
1697,04311200105002,,,,,
1698,04311200105003,,,,,
1699,04311200105004,,,,,
1700,04311200105005,,,,,
1701,04311200105006,,,,,
1702,04311200105007,,,,,
1703,04311200105008,,,,,
1704,04311200105009,,,,,
1705,04311200105010,,,,,
1706,04311200105011,,,,,
1707,04311200105012,,,,,
1708,04320400608001,,,,,
1709,04320400608002,,,,,
1710,04320400608003,,,,,
1711,04320400608004,,,,,
1712,04320400608005,,,,,
1713,04320400608006,,,,,
1714,04320400608007,,,,,
1715,04320400608008,,,,,
1716,04320400608009,,,,,
1717,04320400608010,,,,,
1718,04320400608011,,,,,
1719,04320400608012,,,,,
1720,04320501610001,,,,,
1721,04320501610002,,,,,
1722,04320501610003,,,,,
1723,04320501610004,,,,,
1724,04320501610005,,,,,
1725,04320501610006,,,,,
1726,04320501610007,,,,,
1727,04320501610008,,,,,
1728,04320501610009,,,,,
1729,04320501610010,,,,,
1730,04320501610011,,,,,
1731,04320501610012,,,,,
1732,04320600302001,,,,,
1733,04320600302002,,,,,
1734,04320600302003,,,,,
1735,04320600302004,,,,,
1736,04320600302005,,,,,
1737,04320600302006,,,,,
1738,04320600302007,,,,,
1739,04320600302008,,,,,
1740,04320600302009,,,,,
1741,04320600302010,,,,,
1742,04320600302011,,,,,
1743,04320600302012,,,,,
1744,04321100307001,,,,,
1745,04321100307002,,,,,
1746,04321100307003,,,,,
1747,04321100307004,,,,,
1748,04321100307005,,,,,
1749,04321100307006,,,,,
1750,04321100307007,,,,,
1751,04321100307008,,,,,
1752,04321100307009,,,,,
1753,04321100307010,,,,,
1754,04321100307011,,,,,
1755,04321100307012,,,,,
1756,04321100505001,,,,,
1757,04321100505002,,,,,
1758,04321100505003,,,,,
1759,04321100505004,,,,,
1760,04321100505005,,,,,
1761,04321100505006,,,,,
1762,04321100505007,,,,,
1763,04321100505008,,,,,
1764,04321100505009,,,,,
1765,04321100505010,,,,,
1766,04321100505011,,,,,
1767,04321100505012,,,,,
1768,04321200208007,,,,,
1769,04321200208020,,,,,
1770,04321200208033,,,,,
1771,04321200208046,,,,,
1772,04321200208059,,,,,
1773,04321200208072,,,,,
1774,04321200208085,,,,,
1775,04321200208098,,,,,
1776,04321200208111,,,,,
1777,04321200208124,,,,,
1778,04321200208137,,,,,
1779,04321200208150,,,,,
1780,04321401003001,,,,,
1781,04321401003002,,,,,
1782,04321401003003,,,,,
1783,04321401003004,,,,,
1784,04321401003005,,,,,
1785,04321401003006,,,,,
1786,04321401003007,,,,,
1787,04321401003008,,,,,
1788,04321401003009,,,,,
1789,04321401003010,,,,,
1790,04321401003011,,,,,
1791,04321401003012,,,,,
1792,04321600405001,,,,,
1793,04321600405002,,,,,
1794,04321600405003,,,,,
1795,04321600405004,,,,,
1796,04321600405005,,,,,
1797,04321600405006,,,,,
1798,04321600405007,,,,,
1799,04321600405008,,,,,
1800,04321600405009,,,,,
1801,04321600405010,,,,,
1802,04321600405011,,,,,
1803,04321600405012,,,,,
1804,04321801602001,,,,,
1805,04321801602002,,,,,
1806,04321801602003,,,,,
1807,04321801602004,,,,,
1808,04321801602005,,,,,
1809,04321801602006,,,,,
1810,04321801602007,,,,,
1811,04321801602008,,,,,
1812,04321801602009,,,,,
1813,04321801602010,,,,,
1814,04321801602011,,,,,
1815,04321801602012,,,,,
1816,04330600803003,,,,,
1817,04330600803018,,,,,
1818,04330600803033,,,,,
1819,04330600803048,,,,,
1820,04330600803063,,,,,
1821,04330600803078,,,,,
1822,04330600803093,,,,,
1823,04330600803108,,,,,
1824,04330600803123,,,,,
1825,04330600803138,,,,,
1826,04330600803153,,,,,
1827,04330600803168,,,,,
1828,04330801809005,,,,,
1829,04330801809021,,,,,
1830,04330801809037,,,,,
1831,04330801809053,,,,,
1832,04330801809069,,,,,
1833,04330801809085,,,,,
1834,04330801809101,,,,,
1835,04330801809117,,,,,
1836,04330801809133,,,,,
1837,04330801809149,,,,,
1838,04330801809165,,,,,
1839,04330801809181,,,,,
1840,04331301403001,,,,,
1841,04331301403018,,,,,
1842,04331301403035,,,,,
1843,04331301403052,,,,,
1844,04331301403069,,,,,
1845,04331301403086,,,,,
1846,04331301403103,,,,,
1847,04331301403120,,,,,
1848,04331301403137,,,,,
1849,04331301403154,,,,,
1850,04331301403171,,,,,
1851,04331301403188,,,,,
1852,04340201103001,,,,,
1853,04340201103002,,,,,
1854,04340201103003,,,,,
1855,04340201103004,,,,,
1856,04340201103005,,,,,
1857,04340201103006,,,,,
1858,04340201103007,,,,,
1859,04340201103008,,,,,
1860,04340201103009,,,,,
1861,04340201103010,,,,,
1862,04340201103011,,,,,
1863,04340201103012,,,,,
1864,04340300103004,,,,,
1865,04340300103008,,,,,
1866,04340300103012,,,,,
1867,04340300103033,,,,,
1868,04340300103055,,,,,
1869,04340300103075,,,,,
1870,04340300103096,,,,,
1871,04340300103100,,,,,
1872,04340300103117,,,,,
1873,04340300103138,,,,,
1874,04340300103159,,,,,
1875,04340300103180,,,,,
1876,04340501201001,,,,,
1877,04340501201002,,,,,
1878,04340501201003,,,,,
1879,04340501201004,,,,,
1880,04340501201005,,,,,
1881,04340501201006,,,,,
1882,04340501201007,,,,,
1883,04340501201008,,,,,
1884,04340501201009,,,,,
1885,04340501201010,,,,,
1886,04340501201011,,,,,
1887,04340501201012,,,,,
1888,04340900114017,,,,,
1889,04340900114035,,,,,
1890,04340900114053,,,,,
1891,04340900114071,,,,,
1892,04340900114089,,,,,
1893,04340900114107,,,,,
1894,04340900114125,,,,,
1895,04340900114143,,,,,
1896,04340900114161,,,,,
1897,04340900114179,,,,,
1898,04340900114197,,,,,
1899,04340900114215,,,,,
1900,04350203701001,,,,,
1901,04350203701002,,,,,
1902,04350203701003,,,,,
1903,04350203701004,,,,,
1904,04350203701005,,,,,
1905,04350203701006,,,,,
1906,04350203701007,,,,,
1907,04350203701008,,,,,
1908,04350203701009,,,,,
1909,04350203701010,,,,,
1910,04350203701011,,,,,
1911,04350203701012,,,,,
1912,04350204302001,,,,,
1913,04350204302002,,,,,
1914,04350204302003,,,,,
1915,04350204302004,,,,,
1916,04350204302005,,,,,
1917,04350204302006,,,,,
1918,04350204302007,,,,,
1919,04350204302008,,,,,
1920,04350204302009,,,,,
1921,04350204302010,,,,,
1922,04350204302011,,,,,
1923,04350204302012,,,,,
1924,04350602101001,,,,,
1925,04350602101002,,,,,
1926,04350602101003,,,,,
1927,04350602101004,,,,,
1928,04350602101007,,,,,
1929,04350602101008,,,,,
1930,04350602101009,,,,,
1931,04350602101010,,,,,
1932,04350602101011,,,,,
1933,04350602101012,,,,,
1934,04351100115011,,,,,
1935,04351100115024,,,,,
1936,04351100115037,,,,,
1937,04351100115050,,,,,
1938,04351100115063,,,,,
1939,04351100115076,,,,,
1940,04351100115089,,,,,
1941,04351100115102,,,,,
1942,04351100115115,,,,,
1943,04351100115128,,,,,
1944,04351100115141,,,,,
1945,04351100115154,,,,,
1946,04360100202001,,,,,
1947,04360100202002,,,,,
1948,04360100202003,,,,,
1949,04360100202004,,,,,
1950,04360100202005,,,,,
1951,04360100202006,,,,,
1952,04360100202007,,,,,
1953,04360100202008,,,,,
1954,04360100202009,,,,,
1955,04360100202010,,,,,
1956,04360100202011,,,,,
1957,04360100202012,,,,,
1958,04360100513002,,,,,
1959,04360100513010,,,,,
1960,04360100513018,,,,,
1961,04360100513026,,,,,
1962,04360100513034,,,,,
1963,04360100513042,,,,,
1964,04360100513050,,,,,
1965,04360100513058,,,,,
1966,04360100513066,,,,,
1967,04360100513074,,,,,
1968,04360100513082,,,,,
1969,04360100513090,,,,,
1970,04360101005001,,,,,
1971,04360101005002,,,,,
1972,04360101005003,,,,,
1973,04360101005004,,,,,
1974,04360101005005,,,,,
1975,04360101005006,,,,,
1976,04360101005007,,,,,
1977,04360101005008,,,,,
1978,04360101005009,,,,,
1979,04360101005010,,,,,
1980,04360101005011,,,,,
1981,04360101005012,,,,,
1982,04360101402001,,,,,
1983,04360101402002,,,,,
1984,04360101402003,,,,,
1985,04360101402004,,,,,
1986,04360101402005,,,,,
1987,04360101402006,,,,,
1988,04360101402007,,,,,
1989,04360101402008,,,,,
1990,04360101402009,,,,,
1991,04360101402010,,,,,
1992,04360101402011,,,,,
1993,04360101402012,,,,,
1994,04370100405001,,,,,
1995,04370100405002,,,,,
1996,04370100405003,,,,,
1997,04370100405004,,,,,
1998,04370100405005,,,,,
1999,04370100405006,,,,,
2000,04370100405007,,,,,
2001,04370100405008,,,,,
2002,04370100405009,,,,,
2003,04370100405010,,,,,
2004,04370100405011,,,,,
2005,04370100405012,,,,,
2006,04370100805001,,,,,
2007,04370100805002,,,,,
2008,04370100805003,,,,,
2009,04370100805004,,,,,
2010,04370100805005,,,,,
2011,04370100805006,,,,,
2012,04370100805007,,,,,
2013,04370100805008,,,,,
2014,04370100805009,,,,,
2015,04370100805010,,,,,
2016,04370100805011,,,,,
2017,04370100805012,,,,,
2018,04370101213001,,,,,
2019,04370101213002,,,,,
2020,04370101213003,,,,,
2021,04370101213004,,,,,
2022,04370101213005,,,,,
2023,04370101213006,,,,,
2024,04370101213007,,,,,
2025,04370101213008,,,,,
2026,04370101213009,,,,,
2027,04370101213010,,,,,
2028,04370101213011,,,,,
2029,04370101213012,,,,,
2030,04380301901001,,,,,
2031,04380301901002,1.0,215.0,125.0,125.0,125.0
2032,04380301901002,2.0,2.0,235.0,300.0,1.0
2033,04380301901003,1.0,1.0,21.0,215.0,11.0
2034,04380301901004,,,,,
2035,04380301901005,,,,,
2036,04380301901006,,,,,
2037,04380301901007,,,,,
2038,04380301901008,,,,,
2039,04380301901009,,,,,
2040,04380301901010,,,,,
2041,04380301901011,,,,,
2042,04380301901012,,,,,
2043,04380304202001,,,,,
2044,04380304202002,,,,,
2045,04380304202003,,,,,
2046,04380304202007,,,,,
2047,04380304202008,,,,,
2048,04380304202009,,,,,
2049,04380304202010,,,,,
2050,04380304202011,,,,,
2051,04380304202012,,,,,
2052,04380801605001,,,,,
2053,04380801605002,,,,,
2054,04380801605003,,,,,
