,HHID,Item,L3
14847,03210100412044,11,0.0
14848,03210100412044,12,0.0
14849,03210100412044,13,0.0
14850,03210100412044,14,1300.0
14851,03210100412044,15,1300.0
14852,03210100412061,1,0.0
14853,03210100412061,2,0.0
14854,03210100412061,3,0.0
14855,03210100412061,4,0.0
14856,03210100412061,5,0.0
14857,03210100412061,6,0.0
14858,03210100412061,7,0.0
14859,03210100412061,8,0.0
14860,03210100412061,9,0.0
14861,03210100412061,10,0.0
14862,03210100412061,11,100.0
14863,03210100412061,12,0.0
14864,03210100412061,13,0.0
14865,03210100412061,14,0.0
14866,03210100412078,1,0.0
14867,03210100412078,2,0.0
14868,03210100412078,3,0.0
14869,03210100412078,4,10000.0
14870,03210100412078,5,0.0
14871,03210100412078,6,0.0
14872,03210100412078,7,10000.0
14873,03210100412078,8,0.0
14874,03210100412078,9,0.0
14875,03210100412078,10,3000.0
14876,03210100412078,11,0.0
14877,03210100412078,12,0.0
14878,03210100412078,13,0.0
14879,03210100412078,14,20000.0
14880,03210100412078,15,20000.0
14881,03210100412095,1,0.0
14882,03210100412095,2,0.0
14883,03210100412095,3,0.0
14884,03210100412095,4,0.0
14885,03210100412095,5,0.0
14886,03210100412095,6,0.0
14887,03210100412095,7,0.0
14888,03210100412095,8,0.0
14889,03210100412095,9,0.0
14890,03210100412095,10,0.0
14891,03210100412095,11,2.0
14892,03210100412095,12,0.0
14893,03210100412095,13,0.0
14894,03210100412095,14,0.0
14895,03210100412112,1,0.0
14896,03210100412112,2,0.0
14897,03210100412112,3,0.0
14898,03210100412112,4,0.0
14899,03210100412112,5,0.0
14900,03210100412112,6,0.0
14901,03210100412112,7,0.0
14902,03210100412112,8,0.0
14903,03210100412112,9,0.0
14904,03210100412112,10,0.0
14905,03210100412112,11,0.0
14906,03210100412112,12,0.0
14907,03210100412112,13,0.0
14908,03210100412112,14,3000.0
14909,03210100412129,1,400.0
14910,03210100412129,2,0.0
14911,03210100412129,3,0.0
14912,03210100412129,4,0.0
14913,03210100412129,5,0.0
14914,03210100412129,6,0.0
14915,03210100412129,7,0.0
14916,03210100412129,8,5000.0
14917,03210100412129,9,0.0
14918,03210100412129,10,0.0
14919,03210100412129,11,8000.0
14920,03210100412129,12,0.0
14921,03210100412129,13,0.0
14922,03210100412129,14,0.0
14923,03210100412146,1,0.0
14924,03210100412146,2,0.0
14925,03210100412146,3,0.0
14926,03210100412146,4,0.0
14927,03210100412146,5,200.0
14928,03210100412146,6,0.0
14929,03210100412146,7,8000.0
14930,03210100412146,8,2000.0
14931,03210100412146,9,0.0
14932,03210100412146,10,0.0
14933,03210100412146,11,0.0
14934,03210100412146,12,0.0
14935,03210100412146,13,0.0
14936,03210100412146,14,10000.0
14937,03210100412146,15,10000.0
14938,03210100412163,1,0.0
14939,03210100412163,2,0.0
14940,03210100412163,3,0.0
14941,03210100412163,4,0.0
14942,03210100412163,5,0.0
14943,03210100412163,6,0.0
14944,03210100412163,7,0.0
14945,03210100412163,8,0.0
14946,03210100412163,9,0.0
14947,03210100412163,10,0.0
14948,03210100412163,11,0.0
14949,03210100412163,12,0.0
14950,03210100412163,13,0.0
14951,03210100412163,14,3000.0
14952,03210100412163,15,3000.0
14953,03210100412180,1,0.0
14954,03210100412180,2,0.0
14955,03210100412180,3,0.0
14956,03210100412180,4,0.0
14957,03210100412180,5,0.0
14958,03210100412180,6,0.0
14959,03210100412180,7,0.0
14960,03210100412180,8,0.0
14961,03210100412180,9,0.0
14962,03210100412180,10,0.0
14963,03210100412180,11,0.0
14964,03210100412180,12,0.0
14965,03210100412180,13,0.0
14966,03210100412180,14,0.0
14967,03210100412197,1,0.0
14968,03210100412197,2,0.0
14969,03210100412197,3,4000.0
14970,03210100412197,4,0.0
14971,03210100412197,5,400.0
14972,03210100412197,6,0.0
14973,03210100412197,7,8000.0
14974,03210100412197,8,3000.0
14975,03210100412197,9,0.0
14976,03210100412197,10,0.0
14977,03210100412197,11,0.0
14978,03210100412197,12,0.0
14979,03210100412197,13,0.0
14980,03210100412197,14,0.0
14981,03210100808015,1,
14982,03210100808032,1,300.0
14983,03210100808032,2,0.0
14984,03210100808032,3,0.0
14985,03210100808032,4,0.0
14986,03210100808032,5,0.0
14987,03210100808032,6,0.0
14988,03210100808032,7,0.0
14989,03210100808032,8,200.0
14990,03210100808032,9,0.0
14991,03210100808032,10,0.0
14992,03210100808032,11,0.0
14993,03210100808032,12,0.0
14994,03210100808032,13,0.0
14995,03210100808032,14,3000.0
14996,03210100808032,15,3000.0
14997,03210100808049,1,1000.0
14998,03210100808049,2,0.0
14999,03210100808049,3,0.0
15000,03210100808049,4,0.0
15001,03210100808049,5,300.0
15002,03210100808049,6,0.0
15003,03210100808049,7,0.0
15004,03210100808049,8,0.0
15005,03210100808049,9,0.0
15006,03210100808049,10,0.0
15007,03210100808049,11,
15008,03210100808049,12,0.0
15009,03210100808049,13,0.0
15010,03210100808049,14,5000.0
15011,03210100808049,15,5000.0
15012,03210100808066,1,2000.0
15013,03210100808066,2,0.0
15014,03210100808066,3,0.0
15015,03210100808066,4,0.0
15016,03210100808066,5,0.0
15017,03210100808066,6,0.0
15018,03210100808066,7,3000.0
15019,03210100808066,8,0.0
15020,03210100808066,9,0.0
15021,03210100808066,10,0.0
15022,03210100808066,11,0.0
15023,03210100808066,12,0.0
15024,03210100808066,13,0.0
15025,03210100808066,14,80000.0
15026,03210100808066,15,8000.0
15027,03210100808083,1,0.0
15028,03210100808083,2,0.0
15029,03210100808083,3,0.0
15030,03210100808083,4,0.0
15031,03210100808083,5,200.0
15032,03210100808083,6,0.0
15033,03210100808083,7,0.0
15034,03210100808083,8,600.0
15035,03210100808083,9,0.0
15036,03210100808083,10,0.0
15037,03210100808083,11,0.0
15038,03210100808083,12,0.0
15039,03210100808083,13,0.0
15040,03210100808083,14,7000.0
15041,03210100808083,15,7000.0
15042,03210100808100,1,0.0
15043,03210100808100,2,400.0
15044,03210100808100,3,0.0
15045,03210100808100,4,0.0
15046,03210100808100,5,300.0
15047,03210100808100,6,0.0
15048,03210100808100,7,0.0
15049,03210100808100,8,0.0
15050,03210100808100,9,0.0
15051,03210100808100,10,4000.0
15052,03210100808100,11,0.0
15053,03210100808100,12,0.0
15054,03210100808100,13,0.0
15055,03210100808100,14,7000.0
15056,03210100808100,15,7000.0
15057,03210100808117,1,0.0
15058,03210100808117,2,3000.0
15059,03210100808117,3,2000.0
15060,03210100808117,4,0.0
15061,03210100808117,5,3000.0
15062,03210100808117,6,0.0
15063,03210100808117,7,0.0
15064,03210100808117,8,0.0
15065,03210100808117,9,0.0
15066,03210100808117,10,0.0
15067,03210100808117,11,
15068,03210100808117,12,0.0
15069,03210100808117,13,0.0
15070,03210100808117,14,4500.0
15071,03210100808117,15,4500.0
15072,03210100808134,1,2000.0
15073,03210100808134,2,3000.0
15074,03210100808134,3,3000.0
15075,03210100808134,4,0.0
15076,03210100808134,5,200.0
15077,03210100808134,6,0.0
15078,03210100808134,7,7000.0
15079,03210100808134,8,1000.0
15080,03210100808134,9,0.0
15081,03210100808134,10,0.0
15082,03210100808134,11,4000.0
15083,03210100808134,12,0.0
15084,03210100808134,13,0.0
15085,03210100808134,14,10000.0
15086,03210100808134,15,10000.0
15087,03210100808151,1,0.0
15088,03210100808151,2,8000.0
15089,03210100808151,3,2000.0
15090,03210100808151,4,0.0
15091,03210100808151,5,200.0
15092,03210100808151,6,0.0
15093,03210100808151,7,4000.0
15094,03210100808151,8,0.0
15095,03210100808151,9,0.0
15096,03210100808151,10,0.0
15097,03210100808151,11,300.0
15098,03210100808151,12,0.0
15099,03210100808151,13,0.0
15100,03210100808151,14,0.0
15101,03210100808168,1,2000.0
15102,03210100808168,2,1000.0
15103,03210100808168,3,4000.0
15104,03210100808168,4,0.0
15105,03210100808168,5,0.0
15106,03210100808168,6,0.0
15107,03210100808168,7,0.0
15108,03210100808168,8,0.0
15109,03210100808168,9,0.0
15110,03210100808168,10,0.0
15111,03210100808168,11,0.0
15112,03210100808168,12,0.0
15113,03210100808168,13,0.0
15114,03210100808168,14,0.0
15115,03210100808185,1,0.0
15116,03210100808185,2,3000.0
15117,03210100808185,3,3000.0
15118,03210100808185,4,0.0
15119,03210100808185,5,0.0
15120,03210100808185,6,0.0
15121,03210100808185,7,6000.0
15122,03210100808185,8,9000.0
15123,03210100808185,9,0.0
15124,03210100808185,10,0.0
15125,03210100808185,11,0.0
15126,03210100808185,12,0.0
15127,03210100808185,13,0.0
15128,03210100808185,14,9000.0
15129,03210100808185,15,9000.0
15130,03210100808202,1,0.0
15131,03210100808202,2,0.0
15132,03210100808202,3,0.0
15133,03210100808202,4,0.0
15134,03210100808202,5,0.0
15135,03210100808202,6,0.0
15136,03210100808202,7,0.0
15137,03210100808202,8,0.0
15138,03210100808202,9,0.0
15139,03210100808202,10,0.0
15140,03210100808202,11,0.0
15141,03210100808202,12,0.0
15142,03210100808202,13,0.0
15143,03210100808202,14,500.0
15144,03210100808202,15,500.0
15145,03210101214002,1,6000.0
15146,03210101214002,2,0.0
15147,03210101214002,3,0.0
15148,03210101214002,4,0.0
15149,03210101214002,5,0.0
15150,03210101214002,6,0.0
15151,03210101214002,7,0.0
15152,03210101214002,8,0.0
15153,03210101214002,9,0.0
15154,03210101214002,10,0.0
15155,03210101214002,11,0.0
15156,03210101214002,12,0.0
15157,03210101214002,13,0.0
15158,03210101214002,14,0.0
15159,03210101214015,1,0.0
15160,03210101214015,2,0.0
15161,03210101214015,3,0.0
15162,03210101214015,4,0.0
15163,03210101214015,5,0.0
15164,03210101214015,6,0.0
15165,03210101214015,7,0.0
15166,03210101214015,8,0.0
15167,03210101214015,9,0.0
15168,03210101214015,10,0.0
15169,03210101214015,11,0.0
15170,03210101214015,12,0.0
15171,03210101214015,13,0.0
15172,03210101214015,14,0.0
15173,03210101214028,1,0.0
15174,03210101214028,2,0.0
15175,03210101214028,3,0.0
15176,03210101214028,4,0.0
15177,03210101214028,5,0.0
15178,03210101214028,6,0.0
15179,03210101214028,7,0.0
15180,03210101214028,8,0.0
15181,03210101214028,9,0.0
15182,03210101214028,10,0.0
15183,03210101214028,11,0.0
15184,03210101214028,12,0.0
15185,03210101214028,13,0.0
15186,03210101214028,14,0.0
15187,03210101214041,1,0.0
15188,03210101214041,2,0.0
15189,03210101214041,3,0.0
15190,03210101214041,4,0.0
15191,03210101214041,5,0.0
15192,03210101214041,6,0.0
15193,03210101214041,7,0.0
15194,03210101214041,8,0.0
15195,03210101214041,9,0.0
15196,03210101214041,10,0.0
15197,03210101214041,11,0.0
15198,03210101214041,12,0.0
15199,03210101214041,13,0.0
15200,03210101214041,14,0.0
15201,03210101214054,1,0.0
15202,03210101214054,2,0.0
15203,03210101214054,3,0.0
15204,03210101214054,4,0.0
15205,03210101214054,5,0.0
15206,03210101214054,6,0.0
15207,03210101214054,7,0.0
15208,03210101214054,8,0.0
15209,03210101214054,9,0.0
15210,03210101214054,10,0.0
15211,03210101214054,11,0.0
15212,03210101214054,12,0.0
15213,03210101214054,13,0.0
15214,03210101214054,14,0.0
15215,03210101214067,1,0.0
15216,03210101214067,2,0.0
15217,03210101214067,3,0.0
15218,03210101214067,4,0.0
15219,03210101214067,5,0.0
15220,03210101214067,6,0.0
15221,03210101214067,7,0.0
15222,03210101214067,8,0.0
15223,03210101214067,9,0.0
15224,03210101214067,10,0.0
15225,03210101214067,11,0.0
15226,03210101214067,12,0.0
15227,03210101214067,13,0.0
15228,03210101214067,14,0.0
15229,03210101214080,1,0.0
15230,03210101214080,2,0.0
15231,03210101214080,3,0.0
15232,03210101214080,4,0.0
15233,03210101214080,5,0.0
15234,03210101214080,6,0.0
15235,03210101214080,7,0.0
15236,03210101214080,8,0.0
15237,03210101214080,9,0.0
15238,03210101214080,10,0.0
15239,03210101214080,11,0.0
15240,03210101214080,12,0.0
15241,03210101214080,13,0.0
15242,03210101214080,14,0.0
15243,03210101214093,1,0.0
15244,03210101214093,2,0.0
15245,03210101214093,3,0.0
15246,03210101214093,4,0.0
15247,03210101214093,5,0.0
15248,03210101214093,6,0.0
15249,03210101214093,7,0.0
15250,03210101214093,8,0.0
15251,03210101214093,9,0.0
15252,03210101214093,10,0.0
15253,03210101214093,11,0.0
15254,03210101214093,12,0.0
15255,03210101214093,13,0.0
15256,03210101214093,14,0.0
15257,03210101214106,1,0.0
15258,03210101214106,2,0.0
15259,03210101214106,3,0.0
15260,03210101214106,4,0.0
15261,03210101214106,5,0.0
15262,03210101214106,6,0.0
15263,03210101214106,7,0.0
15264,03210101214106,8,0.0
15265,03210101214106,9,0.0
15266,03210101214106,10,0.0
15267,03210101214106,11,0.0
15268,03210101214106,12,0.0
15269,03210101214106,13,0.0
15270,03210101214106,14,0.0
15271,03210101214106,15,10000.0
15272,03210101214119,1,0.0
15273,03210101214119,2,6000.0
15274,03210101214119,3,0.0
15275,03210101214119,4,0.0
15276,03210101214119,5,0.0
15277,03210101214119,6,0.0
15278,03210101214119,7,0.0
15279,03210101214119,8,0.0
15280,03210101214119,9,0.0
15281,03210101214119,10,0.0
15282,03210101214119,11,6000.0
15283,03210101214119,12,0.0
15284,03210101214119,13,0.0
15285,03210101214119,14,0.0
15286,03210101214132,1,0.0
15287,03210101214132,2,0.0
15288,03210101214132,3,0.0
15289,03210101214132,4,0.0
15290,03210101214132,5,0.0
15291,03210101214132,6,0.0
15292,03210101214132,7,0.0
15293,03210101214132,8,0.0
15294,03210101214132,9,0.0
15295,03210101214132,10,0.0
15296,03210101214132,11,0.0
15297,03210101214132,12,0.0
15298,03210101214132,13,0.0
15299,03210101214132,14,0.0
15300,03210101214145,1,0.0
15301,03210101214145,2,0.0
15302,03210101214145,3,0.0
15303,03210101214145,4,0.0
15304,03210101214145,5,0.0
15305,03210101214145,6,0.0
15306,03210101214145,7,0.0
15307,03210101214145,8,0.0
15308,03210101214145,9,0.0
15309,03210101214145,10,0.0
15310,03210101214145,11,0.0
15311,03210101214145,12,0.0
15312,03210101214145,13,0.0
15313,03210101214145,14,0.0
15314,03210300832020,1,700.0
15315,03210300832020,2,2000.0
15316,03210300832020,3,4000.0
15317,03210300832020,4,100.0
15318,03210300832020,5,0.0
15319,03210300832020,6,0.0
15320,03210300832020,7,0.0
15321,03210300832020,8,0.0
15322,03210300832020,9,0.0
15323,03210300832020,10,0.0
15324,03210300832020,11,0.0
15325,03210300832020,12,0.0
15326,03210300832020,13,0.0
15327,03210300832020,14,0.0
15328,03210300832067,1,1000.0
15329,03210300832067,2,5000.0
15330,03210300832067,3,3000.0
15331,03210300832067,4,50.0
15332,03210300832067,5,1000.0
15333,03210300832067,6,0.0
15334,03210300832067,7,10000.0
15335,03210300832067,8,0.0
15336,03210300832067,9,0.0
15337,03210300832067,10,0.0
15338,03210300832067,11,0.0
15339,03210300832067,12,0.0
15340,03210300832067,13,0.0
15341,03210300832067,14,0.0
15342,03210300832114,1,1200.0
15343,03210300832114,2,2500.0
15344,03210300832114,3,1700.0
15345,03210300832114,4,48.0
15346,03210300832114,5,0.0
15347,03210300832114,6,1200.0
15348,03210300832114,7,28000.0
15349,03210300832114,8,0.0
15350,03210300832114,9,0.0
15351,03210300832114,10,0.0
15352,03210300832114,11,0.0
15353,03210300832114,12,0.0
15354,03210300832114,13,0.0
15355,03210300832114,14,0.0
15356,03210300832161,1,8000.0
15357,03210300832161,2,10000.0
15358,03210300832161,3,3400.0
15359,03210300832161,4,200.0
15360,03210300832161,5,0.0
15361,03210300832161,6,0.0
15362,03210300832161,7,0.0
15363,03210300832161,8,0.0
15364,03210300832161,9,0.0
15365,03210300832161,10,0.0
15366,03210300832161,11,0.0
15367,03210300832161,12,0.0
15368,03210300832161,13,0.0
15369,03210300832161,14,0.0
15370,03210300832208,1,2500.0
15371,03210300832208,2,4000.0
15372,03210300832208,3,700.0
15373,03210300832208,4,100.0
15374,03210300832208,5,50.0
15375,03210300832208,6,0.0
15376,03210300832208,7,0.0
15377,03210300832208,8,0.0
15378,03210300832208,9,0.0
15379,03210300832208,10,0.0
15380,03210300832208,11,0.0
15381,03210300832208,12,0.0
15382,03210300832208,13,0.0
15383,03210300832208,14,0.0
15384,03210300832255,1,1085.0
15385,03210300832255,2,3000.0
15386,03210300832255,3,3500.0
15387,03210300832255,4,200.0
15388,03210300832255,5,3000.0
15389,03210300832255,6,0.0
15390,03210300832255,7,0.0
15391,03210300832255,8,0.0
15392,03210300832255,9,0.0
15393,03210300832255,10,15000.0
15394,03210300832255,11,0.0
15395,03210300832255,12,0.0
15396,03210300832255,13,0.0
15397,03210300832255,14,0.0
15398,03210300832302,1,1500.0
15399,03210300832302,2,3700.0
15400,03210300832302,3,500.0
15401,03210300832302,4,50.0
15402,03210300832302,5,30.0
15403,03210300832302,6,0.0
15404,03210300832302,7,0.0
15405,03210300832302,8,0.0
15406,03210300832302,9,0.0
15407,03210300832302,10,0.0
15408,03210300832302,11,0.0
15409,03210300832302,12,0.0
15410,03210300832302,13,0.0
15411,03210300832302,14,0.0
15412,03210300832349,1,0.0
15413,03210300832349,2,2500.0
15414,03210300832349,3,400.0
15415,03210300832349,4,60.0
15416,03210300832349,5,0.0
15417,03210300832349,6,0.0
15418,03210300832349,7,0.0
15419,03210300832349,8,150.0
15420,03210300832349,9,0.0
15421,03210300832349,10,0.0
15422,03210300832349,11,0.0
15423,03210300832349,12,0.0
15424,03210300832349,13,0.0
15425,03210300832349,14,0.0
15426,03210300832396,1,200.0
15427,03210300832396,2,-888.0
15428,03210300832396,3,-888.0
15429,03210300832396,4,-888.0
15430,03210300832396,5,0.0
15431,03210300832396,6,1000.0
15432,03210300832396,7,0.0
15433,03210300832396,8,1000.0
15434,03210300832396,9,0.0
15435,03210300832396,10,0.0
15436,03210300832396,11,500.0
15437,03210300832396,12,0.0
15438,03210300832396,13,0.0
15439,03210300832396,14,0.0
15440,03210300832443,1,0.0
15441,03210300832443,2,-888.0
15442,03210300832443,3,0.0
15443,03210300832443,4,-888.0
15444,03210300832443,5,0.0
15445,03210300832443,6,600.0
15446,03210300832443,7,0.0
15447,03210300832443,8,300.0
15448,03210300832443,9,0.0
15449,03210300832443,10,0.0
15450,03210300832443,11,0.0
15451,03210300832443,12,0.0
15452,03210300832443,13,0.0
15453,03210300832443,14,0.0
15454,03210300832490,1,800.0
15455,03210300832490,2,-888.0
15456,03210300832490,3,-888.0
15457,03210300832490,4,-888.0
15458,03210300832490,5,0.0
15459,03210300832490,6,-888.0
15460,03210300832490,7,0.0
15461,03210300832490,8,500.0
15462,03210300832490,9,0.0
15463,03210300832490,10,0.0
15464,03210300832490,11,0.0
15465,03210300832490,12,0.0
15466,03210300832490,13,0.0
15467,03210300832490,14,0.0
15468,03210300832537,1,120.0
15469,03210300832537,2,-888.0
15470,03210300832537,3,-888.0
15471,03210300832537,4,-888.0
15472,03210300832537,5,0.0
15473,03210300832537,6,560.0
15474,03210300832537,7,0.0
15475,03210300832537,8,-888.0
15476,03210300832537,9,0.0
15477,03210300832537,10,0.0
15478,03210300832537,11,0.0
15479,03210300832537,12,0.0
15480,03210300832537,13,0.0
15481,03210300832537,14,0.0
15482,04220201601001,1,50.0
15483,04220201601001,2,3000.0
15484,04220201601001,3,2000.0
15485,04220201601001,4,2000.0
15486,04220201601001,5,0.0
15487,04220201601001,6,4000.0
15488,04220201601001,7,0.0
15489,04220201601001,8,200.0
15490,04220201601001,9,0.0
15491,04220201601001,10,0.0
15492,04220201601001,11,0.0
15493,04220201601001,12,0.0
15494,04220201601001,13,0.0
15495,04220201601001,14,0.0
15496,04220201601002,1,0.0
15497,04220201601002,2,2500.0
15498,04220201601002,3,0.0
15499,04220201601002,4,12.0
15500,04220201601002,5,0.0
15501,04220201601002,6,0.0
15502,04220201601002,7,0.0
15503,04220201601002,8,0.0
15504,04220201601002,9,0.0
15505,04220201601002,10,0.0
15506,04220201601002,11,0.0
15507,04220201601002,12,0.0
15508,04220201601002,13,0.0
15509,04220201601002,14,0.0
15510,04220201601003,1,0.0
15511,04220201601003,2,300.0
15512,04220201601003,3,4000.0
15513,04220201601003,4,150.0
15514,04220201601003,5,0.0
15515,04220201601003,6,0.0
15516,04220201601003,7,0.0
15517,04220201601003,8,130.0
15518,04220201601003,9,0.0
15519,04220201601003,10,0.0
15520,04220201601003,11,0.0
15521,04220201601003,12,0.0
15522,04220201601003,13,0.0
15523,04220201601003,14,0.0
15524,04220201601004,1,15.0
15525,04220201601004,2,4000.0
15526,04220201601004,3,2500.0
15527,04220201601004,4,1000.0
15528,04220201601004,5,5.0
15529,04220201601004,6,0.0
15530,04220201601004,7,0.0
15531,04220201601004,8,125.0
15532,04220201601004,9,0.0
15533,04220201601004,10,0.0
15534,04220201601004,11,0.0
15535,04220201601004,12,0.0
15536,04220201601004,13,0.0
15537,04220201601004,14,0.0
15538,04220201601005,1,15.0
15539,04220201601005,2,4500.0
15540,04220201601005,3,3200.0
15541,04220201601005,4,1200.0
15542,04220201601005,5,5.0
15543,04220201601005,6,2000.0
15544,04220201601005,7,0.0
15545,04220201601005,8,250.0
15546,04220201601005,9,0.0
15547,04220201601005,10,0.0
15548,04220201601005,11,0.0
15549,04220201601005,12,0.0
15550,04220201601005,13,0.0
15551,04220201601005,14,0.0
15552,04220201601006,1,20.0
15553,04220201601006,2,3000.0
15554,04220201601006,3,1500.0
15555,04220201601006,4,100.0
15556,04220201601006,5,7.0
15557,04220201601006,6,0.0
15558,04220201601006,7,0.0
15559,04220201601006,8,65.0
15560,04220201601006,9,0.0
15561,04220201601006,10,0.0
15562,04220201601006,11,0.0
15563,04220201601006,12,0.0
15564,04220201601006,13,0.0
15565,04220201601006,14,0.0
15566,04220201601007,1,1200.0
15567,04220201601007,2,500.0
15568,04220201601007,3,0.0
15569,04220201601007,4,0.0
15570,04220201601007,5,0.0
15571,04220201601007,6,0.0
15572,04220201601007,7,0.0
15573,04220201601007,8,0.0
15574,04220201601007,9,0.0
15575,04220201601007,10,0.0
15576,04220201601007,11,0.0
15577,04220201601007,12,0.0
15578,04220201601007,13,0.0
15579,04220201601007,14,0.0
15580,04220201601008,1,0.0
15581,04220201601008,2,1500.0
15582,04220201601008,3,0.0
15583,04220201601008,4,0.0
15584,04220201601008,5,0.0
15585,04220201601008,6,0.0
15586,04220201601008,7,0.0
15587,04220201601008,8,0.0
15588,04220201601008,9,0.0
15589,04220201601008,10,0.0
15590,04220201601008,11,0.0
15591,04220201601008,12,0.0
15592,04220201601008,13,0.0
15593,04220201601008,14,0.0
15594,04220201601009,1,0.0
15595,04220201601009,2,0.0
15596,04220201601009,3,0.0
15597,04220201601009,4,0.0
15598,04220201601009,5,0.0
15599,04220201601009,6,0.0
15600,04220201601009,7,0.0
15601,04220201601009,8,0.0
15602,04220201601009,9,0.0
15603,04220201601009,10,0.0
15604,04220201601009,11,0.0
15605,04220201601009,12,0.0
15606,04220201601009,13,0.0
15607,04220201601009,14,0.0
15608,04220201601010,1,0.0
15609,04220201601010,2,2000.0
15610,04220201601010,3,0.0
15611,04220201601010,4,0.0
15612,04220201601010,5,0.0
15613,04220201601010,6,180.0
15614,04220201601010,7,0.0
15615,04220201601010,8,50.0
15616,04220201601010,9,0.0
15617,04220201601010,10,0.0
15618,04220201601010,11,0.0
15619,04220201601010,12,0.0
15620,04220201601010,13,0.0
15621,04220201601010,14,0.0
15622,04220201601011,1,0.0
15623,04220201601011,2,0.0
15624,04220201601011,3,0.0
15625,04220201601011,4,0.0
15626,04220201601011,5,0.0
15627,04220201601011,6,0.0
15628,04220201601011,7,0.0
15629,04220201601011,8,0.0
15630,04220201601011,9,0.0
15631,04220201601011,10,0.0
15632,04220201601011,11,0.0
15633,04220201601011,12,0.0
15634,04220201601011,13,0.0
15635,04220201601011,14,0.0
15636,04220201601012,1,0.0
15637,04220201601012,2,0.0
15638,04220201601012,3,0.0
15639,04220201601012,4,0.0
15640,04220201601012,5,0.0
15641,04220201601012,6,0.0
15642,04220201601012,7,0.0
15643,04220201601012,8,0.0
15644,04220201601012,9,0.0
15645,04220201601012,10,0.0
15646,04220201601012,11,0.0
15647,04220201601012,12,0.0
15648,04220201601012,13,0.0
15649,04220201601012,14,0.0
15650,04220202602001,1,900.0
15651,04220202602001,2,300.0
15652,04220202602001,3,320.0
15653,04220202602001,4,0.0
15654,04220202602001,5,200.0
15655,04220202602001,6,0.0
15656,04220202602001,7,0.0
15657,04220202602001,8,0.0
15658,04220202602001,9,0.0
15659,04220202602001,10,0.0
15660,04220202602001,11,0.0
15661,04220202602001,12,0.0
15662,04220202602001,13,1500.0
15663,04220202602001,14,0.0
15664,04220202602002,1,250.0
15665,04220202602002,2,300.0
15666,04220202602002,3,500.0
15667,04220202602002,4,600.0
15668,04220202602002,5,250.0
15669,04220202602002,6,0.0
15670,04220202602002,7,0.0
15671,04220202602002,8,0.0
15672,04220202602002,9,0.0
15673,04220202602002,10,0.0
15674,04220202602002,11,0.0
15675,04220202602002,12,0.0
15676,04220202602002,13,0.0
15677,04220202602002,14,0.0
15678,04220202602003,1,2200.0
15679,04220202602003,2,2600.0
15680,04220202602003,3,120.0
15681,04220202602003,4,750.0
15682,04220202602003,5,0.0
15683,04220202602003,6,0.0
15684,04220202602003,7,0.0
15685,04220202602003,8,160.0
15686,04220202602003,9,0.0
15687,04220202602003,10,0.0
15688,04220202602003,11,0.0
15689,04220202602003,12,0.0
15690,04220202602003,13,0.0
15691,04220202602003,14,-888.0
15692,04220202602004,1,800.0
15693,04220202602004,2,150.0
15694,04220202602004,3,100.0
15695,04220202602004,4,312.0
15696,04220202602004,5,340.0
15697,04220202602004,6,0.0
15698,04220202602004,7,0.0
15699,04220202602004,8,0.0
15700,04220202602004,9,0.0
15701,04220202602004,10,0.0
15702,04220202602004,11,0.0
15703,04220202602004,12,0.0
15704,04220202602004,13,0.0
15705,04220202602004,14,0.0
15706,04220202602005,1,0.0
15707,04220202602005,2,400.0
15708,04220202602005,3,1000.0
15709,04220202602005,4,200.0
15710,04220202602005,5,2150.0
15711,04220202602005,6,1500.0
15712,04220202602005,7,0.0
15713,04220202602005,8,0.0
15714,04220202602005,9,0.0
15715,04220202602005,10,0.0
15716,04220202602005,11,0.0
15717,04220202602005,12,0.0
15718,04220202602005,13,0.0
15719,04220202602005,14,0.0
15720,04220202602006,1,2000.0
15721,04220202602006,2,3000.0
15722,04220202602006,3,100.0
15723,04220202602006,4,2000.0
15724,04220202602006,5,5000.0
15725,04220202602006,6,1200.0
15726,04220202602006,7,0.0
15727,04220202602006,8,350.0
15728,04220202602006,9,0.0
15729,04220202602006,10,0.0
15730,04220202602006,11,0.0
15731,04220202602006,12,0.0
15732,04220202602006,13,0.0
15733,04220202602006,14,-888.0
15734,04220202602007,1,1500.0
15735,04220202602007,2,1500.0
15736,04220202602007,3,400.0
15737,04220202602007,4,0.0
15738,04220202602007,5,620.0
15739,04220202602007,6,0.0
15740,04220202602007,7,0.0
15741,04220202602007,8,0.0
15742,04220202602007,9,0.0
15743,04220202602007,10,0.0
15744,04220202602007,11,0.0
15745,04220202602007,12,0.0
15746,04220202602007,13,0.0
15747,04220202602007,14,0.0
15748,04220202602008,1,700.0
15749,04220202602008,2,1000.0
15750,04220202602008,3,100.0
15751,04220202602008,4,50.0
15752,04220202602008,5,500.0
15753,04220202602008,6,0.0
15754,04220202602008,7,0.0
15755,04220202602008,8,0.0
15756,04220202602008,9,0.0
15757,04220202602008,10,0.0
15758,04220202602008,11,0.0
15759,04220202602008,12,0.0
15760,04220202602008,13,0.0
15761,04220202602008,14,-888.0
15762,04220202602009,1,600.0
15763,04220202602009,2,1300.0
15764,04220202602009,3,70.0
15765,04220202602009,4,1000.0
15766,04220202602009,5,0.0
15767,04220202602009,6,0.0
15768,04220202602009,7,0.0
15769,04220202602009,8,110.0
