,HHID,M_item,M_a,M_b,M_c
4718,01060200506048,15,0,,
4719,01060200506048,16,0,,
4720,01060200506048,17,0,,
4721,01060200506048,18,0,,
4722,01060200506048,19,0,,
4723,01060200506048,20,0,,
4724,01060200506048,21,1,4.0,
4725,01060200506048,22,0,,
4726,01060200506048,23,1,2.0,8.0
4727,01060200506048,24,0,,
4728,01060200506059,1,0,,
4729,01060200506059,2,0,,
4730,01060200506059,3,0,,
4731,01060200506059,4,6,3.0,
4732,01060200506059,5,0,,
4733,01060200506059,6,1,3.0,3.0
4734,01060200506059,7,0,,
4735,01060200506059,8,0,,
4736,01060200506059,9,1,3.0,
4737,01060200506059,10,1,3.0,
4738,01060200506059,11,1,3.0,
4739,01060200506059,12,1,3.0,
4740,01060200506059,13,0,,
4741,01060200506059,14,0,,
4742,01060200506059,15,0,,
4743,01060200506059,16,0,,
4744,01060200506059,17,0,,
4745,01060200506059,18,1,3.0,
4746,01060200506059,19,1,2.0,
4747,01060200506059,20,2,3.0,
4748,01060200506059,21,1,2.0,
4749,01060200506059,22,0,,
4750,01060200506059,23,0,,
4751,01060200506059,24,1,3.0,12.0
4752,01060200506070,1,2,2.0,
4753,01060200506070,2,0,,
4754,01060200506070,3,0,,
4755,01060200506070,4,5,2.0,
4756,01060200506070,5,0,,
4757,01060200506070,6,1,3.0,4.0
4758,01060200506070,7,0,,
4759,01060200506070,8,0,,
4760,01060200506070,9,1,2.0,
4761,01060200506070,10,0,,
4762,01060200506070,11,1,2.0,
4763,01060200506070,12,1,4.0,
4764,01060200506070,13,0,,
4765,01060200506070,14,0,,
4766,01060200506070,15,0,,
4767,01060200506070,16,0,,
4768,01060200506070,17,0,,
4769,01060200506070,18,0,,
4770,01060200506070,19,0,,
4771,01060200506070,20,0,,
4772,01060200506070,21,2,1.0,
4773,01060200506070,22,0,,
4774,01060200506070,23,2,3.0,12.0
4775,01060200506070,24,1,2.0,12.0
4776,01060200506081,1,3,4.0,
4777,01060200506081,2,0,,
4778,01060200506081,3,0,,
4779,01060200506081,4,0,,
4780,01060200506081,5,0,,
4781,01060200506081,6,0,,
4782,01060200506081,7,1,1.0,
4783,01060200506081,8,0,,
4784,01060200506081,9,0,,
4785,01060200506081,10,0,,
4786,01060200506081,11,0,,
4787,01060200506081,12,0,,
4788,01060200506081,13,0,,
4789,01060200506081,14,0,,
4790,01060200506081,15,0,,
4791,01060200506081,16,0,,
4792,01060200506081,17,0,,
4793,01060200506081,18,0,,
4794,01060200506081,19,0,,
4795,01060200506081,20,1,1.0,
4796,01060200506081,21,1,1.0,
4797,01060200506081,22,0,,
4798,01060200506081,23,1,1.0,12.0
4799,01060200506081,24,0,,
4800,01060200506092,1,0,,
4801,01060200506092,2,0,,
4802,01060200506092,3,0,,
4803,01060200506092,4,20,3.0,
4804,01060200506092,5,0,,
4805,01060200506092,6,1,3.0,5.0
4806,01060200506092,7,1,3.0,
4807,01060200506092,8,0,,
4808,01060200506092,9,1,3.0,
4809,01060200506092,10,0,,
4810,01060200506092,11,1,3.0,
4811,01060200506092,12,1,3.0,
4812,01060200506092,13,0,,
4813,01060200506092,14,0,,
4814,01060200506092,15,0,,
4815,01060200506092,16,0,,
4816,01060200506092,17,0,,
4817,01060200506092,18,1,3.0,
4818,01060200506092,19,1,3.0,
4819,01060200506092,20,2,3.0,
4820,01060200506092,21,0,,
4821,01060200506092,22,0,,
4822,01060200506092,23,0,,
4823,01060200506092,24,1,3.0,12.0
4824,01060200506103,1,0,,
4825,01060200506103,2,0,,
4826,01060200506103,3,7,3.0,
4827,01060200506103,4,0,,
4828,01060200506103,5,0,,
4829,01060200506103,6,1,3.0,0.0
4830,01060200506103,7,1,3.0,
4831,01060200506103,8,0,,
4832,01060200506103,9,1,3.0,
4833,01060200506103,10,0,,
4834,01060200506103,11,1,3.0,
4835,01060200506103,12,0,,
4836,01060200506103,13,0,,
4837,01060200506103,14,0,,
4838,01060200506103,15,0,,
4839,01060200506103,16,0,,
4840,01060200506103,17,0,,
4841,01060200506103,18,0,,
4842,01060200506103,19,0,,
4843,01060200506103,20,1,2.0,
4844,01060200506103,21,1,2.0,
4845,01060200506103,22,0,,
4846,01060200506103,23,0,,
4847,01060200506103,24,1,3.0,12.0
4848,01060200506114,1,0,,
4849,01060200506114,2,0,,
4850,01060200506114,3,0,,
4851,01060200506114,4,5,1.0,
4852,01060200506114,5,0,,
4853,01060200506114,6,0,,
4854,01060200506114,7,0,,
4855,01060200506114,8,0,,
4856,01060200506114,9,0,,
4857,01060200506114,10,0,,
4858,01060200506114,11,0,,
4859,01060200506114,12,0,,
4860,01060200506114,13,0,,
4861,01060200506114,14,0,,
4862,01060200506114,15,0,,
4863,01060200506114,16,0,,
4864,01060200506114,17,0,,
4865,01060200506114,18,0,,
4866,01060200506114,19,0,,
4867,01060200506114,20,0,,
4868,01060200506114,21,2,1.0,
4869,01060200506114,22,0,,
4870,01060200506114,23,1,1.0,12.0
4871,01060200506114,24,0,,
4872,01060200506125,1,0,,
4873,01060200506125,2,0,,
4874,01060200506125,3,0,,
4875,01060200506125,4,1,4.0,
4876,01060200506125,5,0,,
4877,01060200506125,6,0,,
4878,01060200506125,7,0,,
4879,01060200506125,8,0,,
4880,01060200506125,9,0,,
4881,01060200506125,10,0,,
4882,01060200506125,11,0,,
4883,01060200506125,12,0,,
4884,01060200506125,13,0,,
4885,01060200506125,14,0,,
4886,01060200506125,15,0,,
4887,01060200506125,16,0,,
4888,01060200506125,17,0,,
4889,01060200506125,18,0,,
4890,01060200506125,19,0,,
4891,01060200506125,20,0,,
4892,01060200506125,21,2,2.0,
4893,01060200506125,22,0,,
4894,01060200506125,23,0,,
4895,01060200506125,24,0,,
4896,02070101804001,1,0,,
4897,02070101804001,2,0,,
4898,02070101804001,3,0,,
4899,02070101804001,4,0,,
4900,02070101804001,5,0,,
4901,02070101804001,6,0,,
4902,02070101804001,7,0,,
4903,02070101804001,8,0,,
4904,02070101804001,9,0,,
4905,02070101804001,10,0,,
4906,02070101804001,11,0,,
4907,02070101804001,12,0,,
4908,02070101804001,13,0,,
4909,02070101804001,14,0,,
4910,02070101804001,15,0,,
4911,02070101804001,16,0,,
4912,02070101804001,17,0,,
4913,02070101804001,18,0,,
4914,02070101804001,19,0,,
4915,02070101804001,20,0,,
4916,02070101804001,21,0,,
4917,02070101804001,22,0,,
4918,02070101804001,23,0,,
4919,02070101804001,24,0,,
4920,02070101804011,1,0,,
4921,02070101804011,2,0,,
4922,02070101804011,3,0,,
4923,02070101804011,4,0,,
4924,02070101804011,5,0,,
4925,02070101804011,6,0,,
4926,02070101804011,7,0,,
4927,02070101804011,8,0,,
4928,02070101804011,9,0,,
4929,02070101804011,10,0,,
4930,02070101804011,11,0,,
4931,02070101804011,12,0,,
4932,02070101804011,13,0,,
4933,02070101804011,14,0,,
4934,02070101804011,15,0,,
4935,02070101804011,16,0,,
4936,02070101804011,17,0,,
4937,02070101804011,18,0,,
4938,02070101804011,19,0,,
4939,02070101804011,20,0,,
4940,02070101804011,21,0,,
4941,02070101804011,22,0,,
4942,02070101804011,23,0,,
4943,02070101804011,24,0,,
4944,02070101804021,1,0,,
4945,02070101804021,2,0,,
4946,02070101804021,3,0,,
4947,02070101804021,4,0,,
4948,02070101804021,5,0,,
4949,02070101804021,6,0,,
4950,02070101804021,7,0,,
4951,02070101804021,8,0,,
4952,02070101804021,9,0,,
4953,02070101804021,10,0,,
4954,02070101804021,11,0,,
4955,02070101804021,12,0,,
4956,02070101804021,13,0,,
4957,02070101804021,14,0,,
4958,02070101804021,15,0,,
4959,02070101804021,16,0,,
4960,02070101804021,17,0,,
4961,02070101804021,18,0,,
4962,02070101804021,19,0,,
4963,02070101804021,20,0,,
4964,02070101804021,21,0,,
4965,02070101804021,22,0,,
4966,02070101804021,23,0,,
4967,02070101804021,24,0,,
4968,02070101804031,1,0,,
4969,02070101804031,2,0,,
4970,02070101804031,3,0,,
4971,02070101804031,4,0,,
4972,02070101804031,5,0,,
4973,02070101804031,6,0,,
4974,02070101804031,7,0,,
4975,02070101804031,8,0,,
4976,02070101804031,9,0,,
4977,02070101804031,10,0,,
4978,02070101804031,11,0,,
4979,02070101804031,12,0,,
4980,02070101804031,13,0,,
4981,02070101804031,14,0,,
4982,02070101804031,15,0,,
4983,02070101804031,16,0,,
4984,02070101804031,17,0,,
4985,02070101804031,18,0,,
4986,02070101804031,19,0,,
4987,02070101804031,20,0,,
4988,02070101804031,21,0,,
4989,02070101804031,22,0,,
4990,02070101804031,23,0,,
4991,02070101804031,24,0,,
4992,02070101804041,1,0,,
4993,02070101804041,2,0,,
4994,02070101804041,3,0,,
4995,02070101804041,4,0,,
4996,02070101804041,5,0,,
4997,02070101804041,6,0,,
4998,02070101804041,7,0,,
4999,02070101804041,8,0,,
5000,02070101804041,9,0,,
5001,02070101804041,10,0,,
5002,02070101804041,11,0,,
5003,02070101804041,12,0,,
5004,02070101804041,13,0,,
5005,02070101804041,14,0,,
5006,02070101804041,15,0,,
5007,02070101804041,16,0,,
5008,02070101804041,17,0,,
5009,02070101804041,18,0,,
5010,02070101804041,19,0,,
5011,02070101804041,20,0,,
5012,02070101804041,21,0,,
5013,02070101804041,22,0,,
5014,02070101804041,23,0,,
5015,02070101804041,24,0,,
5016,02070101804051,1,0,,
5017,02070101804051,2,0,,
5018,02070101804051,3,0,,
5019,02070101804051,4,0,,
5020,02070101804051,5,0,,
5021,02070101804051,6,0,,
5022,02070101804051,7,0,,
5023,02070101804051,8,0,,
5024,02070101804051,9,0,,
5025,02070101804051,10,0,,
5026,02070101804051,11,0,,
5027,02070101804051,12,0,,
5028,02070101804051,13,0,,
5029,02070101804051,14,0,,
5030,02070101804051,15,0,,
5031,02070101804051,16,0,,
5032,02070101804051,17,0,,
5033,02070101804051,18,0,,
5034,02070101804051,19,0,,
5035,02070101804051,20,0,,
5036,02070101804051,21,0,,
5037,02070101804051,22,0,,
5038,02070101804051,23,0,,
5039,02070101804051,24,0,,
5040,02070101804061,1,0,,
5041,02070101804061,2,0,,
5042,02070101804061,3,0,,
5043,02070101804061,4,0,,
5044,02070101804061,5,1,2.0,
5045,02070101804061,6,0,,
5046,02070101804061,7,0,,
5047,02070101804061,8,0,,
5048,02070101804061,9,0,,
5049,02070101804061,10,0,,
5050,02070101804061,11,0,,
5051,02070101804061,12,0,,
5052,02070101804061,13,0,,
5053,02070101804061,14,0,,
5054,02070101804061,15,0,,
5055,02070101804061,16,0,,
5056,02070101804061,17,0,,
5057,02070101804061,18,0,,
5058,02070101804061,19,0,,
5059,02070101804061,20,0,,
5060,02070101804061,21,0,,
5061,02070101804061,22,0,,
5062,02070101804061,23,0,,
5063,02070101804061,24,0,,
5064,02070101804071,1,0,,
5065,02070101804071,2,0,,
5066,02070101804071,3,0,,
5067,02070101804071,4,0,,
5068,02070101804071,5,1,2.0,
5069,02070101804071,6,0,,
5070,02070101804071,7,0,,
5071,02070101804071,8,0,,
5072,02070101804071,9,0,,
5073,02070101804071,10,0,,
5074,02070101804071,11,0,,
5075,02070101804071,12,0,,
5076,02070101804071,13,0,,
5077,02070101804071,14,0,,
5078,02070101804071,15,0,,
5079,02070101804071,16,0,,
5080,02070101804071,17,0,,
5081,02070101804071,18,0,,
5082,02070101804071,19,0,,
5083,02070101804071,20,0,,
5084,02070101804071,21,0,,
5085,02070101804071,22,0,,
5086,02070101804071,23,0,,
5087,02070101804071,24,0,,
5088,02070101804081,1,0,,
5089,02070101804081,2,0,,
5090,02070101804081,3,0,,
5091,02070101804081,4,0,,
5092,02070101804081,5,1,2.0,
5093,02070101804081,6,0,,
5094,02070101804081,7,0,,
5095,02070101804081,8,0,,
5096,02070101804081,9,0,,
5097,02070101804081,10,0,,
5098,02070101804081,11,0,,
5099,02070101804081,12,0,,
5100,02070101804081,13,0,,
5101,02070101804081,14,0,,
5102,02070101804081,15,0,,
5103,02070101804081,16,0,,
5104,02070101804081,17,0,,
5105,02070101804081,18,0,,
5106,02070101804081,19,0,,
5107,02070101804081,20,0,,
5108,02070101804081,21,0,,
5109,02070101804081,22,0,,
5110,02070101804081,23,0,,
5111,02070101804081,24,0,,
5112,02070101804091,1,0,,
5113,02070101804091,2,0,,
5114,02070101804091,3,0,,
5115,02070101804091,4,0,,
5116,02070101804091,5,0,,
5117,02070101804091,6,0,,
5118,02070101804091,7,0,,
5119,02070101804091,8,0,,
5120,02070101804091,9,0,,
5121,02070101804091,10,0,,
5122,02070101804091,11,0,,
5123,02070101804091,12,0,,
5124,02070101804091,13,0,,
5125,02070101804091,14,0,,
5126,02070101804091,15,0,,
5127,02070101804091,16,0,,
5128,02070101804091,17,0,,
5129,02070101804091,18,0,,
5130,02070101804091,19,0,,
5131,02070101804091,20,0,,
5132,02070101804091,21,0,,
5133,02070101804091,22,0,,
5134,02070101804091,23,0,,
5135,02070101804091,24,0,,
5136,02070101804101,1,0,,
5137,02070101804101,2,0,,
5138,02070101804101,3,0,,
5139,02070101804101,4,0,,
5140,02070101804101,5,2,1.0,
5141,02070101804101,6,0,,
5142,02070101804101,7,0,,
5143,02070101804101,8,0,,
5144,02070101804101,9,0,,
5145,02070101804101,10,0,,
5146,02070101804101,11,0,,
5147,02070101804101,12,0,,
5148,02070101804101,13,0,,
5149,02070101804101,14,0,,
5150,02070101804101,15,0,,
5151,02070101804101,16,0,,
5152,02070101804101,17,0,,
5153,02070101804101,18,0,,
5154,02070101804101,19,0,,
5155,02070101804101,20,0,,
5156,02070101804101,21,0,,
5157,02070101804101,22,0,,
5158,02070101804101,23,0,,
5159,02070101804101,24,0,,
5160,02070101804111,1,0,,
5161,02070101804111,2,0,,
5162,02070101804111,3,0,,
5163,02070101804111,4,0,,
5164,02070101804111,5,0,,
5165,02070101804111,6,0,,
5166,02070101804111,7,0,,
5167,02070101804111,8,0,,
5168,02070101804111,9,0,,
5169,02070101804111,10,0,,
5170,02070101804111,11,0,,
5171,02070101804111,12,0,,
5172,02070101804111,13,0,,
5173,02070101804111,14,0,,
5174,02070101804111,15,0,,
5175,02070101804111,16,0,,
5176,02070101804111,17,0,,
5177,02070101804111,18,0,,
5178,02070101804111,19,0,,
5179,02070101804111,20,0,,
5180,02070101804111,21,0,,
5181,02070101804111,22,0,,
5182,02070101804111,23,0,,
5183,02070101804111,24,0,,
5184,02070101901002,1,0,,
5185,02070101901002,2,0,,
5186,02070101901002,3,0,,
5187,02070101901002,4,0,,
5188,02070101901002,5,0,,
5189,02070101901002,6,0,,
5190,02070101901002,7,0,,
5191,02070101901002,8,0,,
5192,02070101901002,9,0,,
5193,02070101901002,10,0,,
5194,02070101901002,11,0,,
5195,02070101901002,12,0,,
5196,02070101901002,13,0,,
5197,02070101901002,14,0,,
5198,02070101901002,15,0,,
5199,02070101901002,16,0,,
5200,02070101901002,17,0,,
5201,02070101901002,18,0,,
5202,02070101901002,19,0,,
5203,02070101901002,20,0,,
5204,02070101901002,21,0,,
5205,02070101901002,22,0,,
5206,02070101901002,23,0,,
5207,02070101901002,24,0,,
5208,02070101901014,1,0,,
5209,02070101901014,2,0,,
5210,02070101901014,3,0,,
5211,02070101901014,4,0,,
5212,02070101901014,5,0,,
5213,02070101901014,6,0,,
5214,02070101901014,7,0,,
5215,02070101901014,8,0,,
5216,02070101901014,9,0,,
5217,02070101901014,10,0,,
5218,02070101901014,11,0,,
5219,02070101901014,12,0,,
5220,02070101901014,13,0,,
5221,02070101901014,14,0,,
5222,02070101901014,15,0,,
5223,02070101901014,16,0,,
5224,02070101901014,17,0,,
5225,02070101901014,18,0,,
5226,02070101901014,19,0,,
5227,02070101901014,20,0,,
5228,02070101901014,21,0,,
5229,02070101901014,22,0,,
5230,02070101901014,23,0,,
5231,02070101901014,24,0,,
5232,02070101901026,1,0,,
5233,02070101901026,2,0,,
5234,02070101901026,3,0,,
5235,02070101901026,4,0,,
5236,02070101901026,5,0,,
5237,02070101901026,6,0,,
5238,02070101901026,7,0,,
5239,02070101901026,8,0,,
5240,02070101901026,9,0,,
5241,02070101901026,10,0,,
5242,02070101901026,11,0,,
5243,02070101901026,12,0,,
5244,02070101901026,13,0,,
5245,02070101901026,14,0,,
5246,02070101901026,15,0,,
5247,02070101901026,16,0,,
5248,02070101901026,17,0,,
5249,02070101901026,18,0,,
5250,02070101901026,19,0,,
5251,02070101901026,20,0,,
5252,02070101901026,21,0,,
5253,02070101901026,22,0,,
5254,02070101901026,23,0,,
5255,02070101901026,24,0,,
5256,02070101901038,1,0,,
5257,02070101901038,2,0,,
5258,02070101901038,3,0,,
5259,02070101901038,4,0,,
5260,02070101901038,5,0,,
5261,02070101901038,6,0,,
5262,02070101901038,7,0,,
5263,02070101901038,8,0,,
5264,02070101901038,9,0,,
5265,02070101901038,10,0,,
5266,02070101901038,11,0,,
5267,02070101901038,12,0,,
5268,02070101901038,13,0,,
5269,02070101901038,14,0,,
5270,02070101901038,15,0,,
5271,02070101901038,16,0,,
5272,02070101901038,17,0,,
5273,02070101901038,18,0,,
5274,02070101901038,19,0,,
5275,02070101901038,20,0,,
5276,02070101901038,21,1,1.0,
5277,02070101901038,22,0,,
5278,02070101901038,23,0,,
5279,02070101901038,24,0,,
5280,02070101901050,1,0,,
5281,02070101901050,2,0,,
5282,02070101901050,3,0,,
5283,02070101901050,4,0,,
5284,02070101901050,5,0,,
5285,02070101901050,6,0,,
5286,02070101901050,7,0,,
5287,02070101901050,8,0,,
5288,02070101901050,9,0,,
5289,02070101901050,10,0,,
5290,02070101901050,11,0,,
5291,02070101901050,12,0,,
5292,02070101901050,13,0,,
5293,02070101901050,14,0,,
5294,02070101901050,15,0,,
5295,02070101901050,16,0,,
5296,02070101901050,17,0,,
5297,02070101901050,18,0,,
5298,02070101901050,19,0,,
5299,02070101901050,20,0,,
5300,02070101901050,21,0,,
5301,02070101901050,22,0,,
5302,02070101901050,23,0,,
5303,02070101901050,24,0,,
5304,02070101901062,1,0,,
5305,02070101901062,2,0,,
5306,02070101901062,3,0,,
5307,02070101901062,4,0,,
5308,02070101901062,5,0,,
5309,02070101901062,6,0,,
5310,02070101901062,7,0,,
5311,02070101901062,8,0,,
5312,02070101901062,9,0,,
5313,02070101901062,10,0,,
5314,02070101901062,11,0,,
5315,02070101901062,12,0,,
5316,02070101901062,13,0,,
5317,02070101901062,14,0,,
5318,02070101901062,15,0,,
5319,02070101901062,16,0,,
5320,02070101901062,17,0,,
5321,02070101901062,18,0,,
5322,02070101901062,19,0,,
5323,02070101901062,20,0,,
5324,02070101901062,21,0,,
5325,02070101901062,22,0,,
5326,02070101901062,23,0,,
5327,02070101901062,24,0,,
5328,02070101901074,1,0,,
5329,02070101901074,2,0,,
5330,02070101901074,3,0,,
5331,02070101901074,4,0,,
5332,02070101901074,5,0,,
5333,02070101901074,6,0,,
5334,02070101901074,7,0,,
5335,02070101901074,8,0,,
5336,02070101901074,9,0,,
5337,02070101901074,10,0,,
5338,02070101901074,11,0,,
5339,02070101901074,12,0,,
5340,02070101901074,13,0,,
5341,02070101901074,14,0,,
5342,02070101901074,15,0,,
5343,02070101901074,16,0,,
5344,02070101901074,17,0,,
5345,02070101901074,18,0,,
5346,02070101901074,19,0,,
5347,02070101901074,20,0,,
5348,02070101901074,21,0,,
5349,02070101901074,22,0,,
5350,02070101901074,23,0,,
5351,02070101901074,24,0,,
5352,02070101901086,1,0,,
5353,02070101901086,2,0,,
5354,02070101901086,3,0,,
5355,02070101901086,4,0,,
5356,02070101901086,5,1,1.0,
5357,02070101901086,6,0,,
5358,02070101901086,7,0,,
5359,02070101901086,8,0,,
5360,02070101901086,9,0,,
5361,02070101901086,10,0,,
5362,02070101901086,11,0,,
5363,02070101901086,12,0,,
5364,02070101901086,13,0,,
5365,02070101901086,14,0,,
5366,02070101901086,15,0,,
5367,02070101901086,16,0,,
5368,02070101901086,17,0,,
5369,02070101901086,18,0,,
5370,02070101901086,19,0,,
5371,02070101901086,20,0,,
5372,02070101901086,21,0,,
5373,02070101901086,22,0,,
5374,02070101901086,23,0,,
5375,02070101901086,24,0,,
5376,02070101901098,1,0,,
5377,02070101901098,2,0,,
5378,02070101901098,3,0,,
5379,02070101901098,4,0,,
5380,02070101901098,5,1,2.0,
5381,02070101901098,6,0,,
5382,02070101901098,7,0,,
5383,02070101901098,8,0,,
5384,02070101901098,9,0,,
5385,02070101901098,10,0,,
5386,02070101901098,11,0,,
5387,02070101901098,12,0,,
5388,02070101901098,13,0,,
5389,02070101901098,14,0,,
5390,02070101901098,15,0,,
5391,02070101901098,16,0,,
5392,02070101901098,17,0,,
5393,02070101901098,18,0,,
5394,02070101901098,19,0,,
5395,02070101901098,20,0,,
5396,02070101901098,21,0,,
5397,02070101901098,22,0,,
5398,02070101901098,23,0,,
5399,02070101901098,24,0,,
5400,02070101901110,1,0,,
5401,02070101901110,2,0,,
5402,02070101901110,3,0,,
5403,02070101901110,4,0,,
5404,02070101901110,5,0,,
5405,02070101901110,6,0,,
5406,02070101901110,7,0,,
5407,02070101901110,8,0,,
5408,02070101901110,9,0,,
5409,02070101901110,10,0,,
5410,02070101901110,11,0,,
5411,02070101901110,12,0,,
5412,02070101901110,13,0,,
5413,02070101901110,14,0,,
5414,02070101901110,15,0,,
5415,02070101901110,16,0,,
5416,02070101901110,17,0,,
5417,02070101901110,18,0,,
5418,02070101901110,19,0,,
5419,02070101901110,20,0,,
5420,02070101901110,21,0,,
5421,02070101901110,22,0,,
5422,02070101901110,23,0,,
5423,02070101901110,24,0,,
5424,02070101901122,1,0,,
5425,02070101901122,2,0,,
5426,02070101901122,3,0,,
5427,02070101901122,4,0,,
5428,02070101901122,5,0,,
5429,02070101901122,6,0,,
5430,02070101901122,7,0,,
5431,02070101901122,8,0,,
5432,02070101901122,9,0,,
5433,02070101901122,10,0,,
5434,02070101901122,11,0,,
5435,02070101901122,12,0,,
5436,02070101901122,13,0,,
5437,02070101901122,14,0,,
5438,02070101901122,15,0,,
5439,02070101901122,16,0,,
5440,02070101901122,17,0,,
5441,02070101901122,18,0,,
5442,02070101901122,19,0,,
5443,02070101901122,20,0,,
5444,02070101901122,21,1,1.0,
5445,02070101901122,22,0,,
5446,02070101901122,23,0,,
5447,02070101901122,24,0,,
5448,02070101901134,1,0,,
5449,02070101901134,2,0,,
5450,02070101901134,3,0,,
5451,02070101901134,4,0,,
5452,02070101901134,5,0,,
5453,02070101901134,6,0,,
5454,02070101901134,7,0,,
5455,02070101901134,8,0,,
5456,02070101901134,9,0,,
5457,02070101901134,10,0,,
5458,02070101901134,11,0,,
5459,02070101901134,12,0,,
5460,02070101901134,13,0,,
5461,02070101901134,14,0,,
5462,02070101901134,15,0,,
5463,02070101901134,16,0,,
5464,02070101901134,17,0,,
5465,02070101901134,18,0,,
5466,02070101901134,19,0,,
5467,02070101901134,20,0,,
5468,02070101901134,21,0,,
5469,02070101901134,22,0,,
5470,02070101901134,23,0,,
5471,02070101901134,24,0,,
5472,02070200101003,1,0,,
5473,02070200101003,2,0,,
5474,02070200101003,3,2,1.0,
5475,02070200101003,4,0,,
5476,02070200101003,5,0,,
5477,02070200101003,6,1,1.0,0.0
5478,02070200101003,7,0,,
5479,02070200101003,8,2,1.0,22.0
5480,02070200101003,9,1,1.0,
5481,02070200101003,10,0,,
5482,02070200101003,11,0,,
5483,02070200101003,12,0,,
5484,02070200101003,13,0,,
5485,02070200101003,14,0,,
5486,02070200101003,15,0,,
5487,02070200101003,16,0,,
5488,02070200101003,17,0,,
5489,02070200101003,18,0,,
5490,02070200101003,19,0,,
5491,02070200101003,20,2,2.0,
5492,02070200101003,21,1,4.0,
5493,02070200101003,22,0,,
5494,02070200101003,23,1,1.0,8.0
5495,02070200101003,24,0,,
5496,02070200101011,1,0,,
5497,02070200101011,2,0,,
5498,02070200101011,3,3,2.0,
5499,02070200101011,4,0,,
5500,02070200101011,5,0,,
5501,02070200101011,6,1,2.0,0.0
5502,02070200101011,7,0,,
5503,02070200101011,8,1,2.0,0.0
5504,02070200101011,9,1,2.0,
5505,02070200101011,10,0,,
5506,02070200101011,11,0,,
5507,02070200101011,12,0,,
5508,02070200101011,13,0,,
5509,02070200101011,14,0,,
5510,02070200101011,15,0,,
5511,02070200101011,16,0,,
5512,02070200101011,17,0,,
5513,02070200101011,18,0,,
5514,02070200101011,19,0,,
5515,02070200101011,20,2,1.0,
5516,02070200101011,21,0,,
5517,02070200101011,22,0,,
5518,02070200101011,23,1,2.0,7.0
5519,02070200101011,24,0,,
5520,02070200101019,1,0,,
5521,02070200101019,2,0,,
5522,02070200101019,3,1,2.0,
5523,02070200101019,4,0,,
5524,02070200101019,5,0,,
5525,02070200101019,6,0,,
5526,02070200101019,7,0,,
5527,02070200101019,8,1,2.0,5.0
5528,02070200101019,9,0,,
5529,02070200101019,10,0,,
5530,02070200101019,11,0,,
5531,02070200101019,12,0,,
5532,02070200101019,13,0,,
5533,02070200101019,14,0,,
5534,02070200101019,15,0,,
5535,02070200101019,16,0,,
5536,02070200101019,17,0,,
5537,02070200101019,18,0,,
5538,02070200101019,19,0,,
5539,02070200101019,20,0,,
5540,02070200101019,21,0,,
5541,02070200101019,22,0,,
5542,02070200101019,23,0,,
5543,02070200101019,24,0,,
5544,02070200101027,1,0,,
5545,02070200101027,2,0,,
5546,02070200101027,3,4,2.0,
5547,02070200101027,4,0,,
5548,02070200101027,5,0,,
5549,02070200101027,6,1,2.0,8.0
5550,02070200101027,7,1,2.0,
5551,02070200101027,8,2,2.0,9.0
5552,02070200101027,9,1,2.0,
5553,02070200101027,10,0,,
5554,02070200101027,11,0,,
5555,02070200101027,12,0,,
5556,02070200101027,13,0,,
5557,02070200101027,14,0,,
5558,02070200101027,15,0,,
5559,02070200101027,16,0,,
5560,02070200101027,17,0,,
5561,02070200101027,18,0,,
5562,02070200101027,19,0,,
5563,02070200101027,20,2,1.0,
5564,02070200101027,21,1,1.0,
5565,02070200101027,22,0,,
5566,02070200101027,23,1,2.0,6.0
5567,02070200101027,24,1,2.0,8.0
5568,02070200101035,1,0,,
5569,02070200101035,2,0,,
5570,02070200101035,3,3,1.0,
5571,02070200101035,4,0,,
5572,02070200101035,5,0,,
5573,02070200101035,6,0,,
5574,02070200101035,7,0,,
5575,02070200101035,8,1,1.0,0.0
5576,02070200101035,9,0,,
5577,02070200101035,10,0,,
5578,02070200101035,11,0,,
5579,02070200101035,12,0,,
5580,02070200101035,13,0,,
5581,02070200101035,14,0,,
5582,02070200101035,15,0,,
5583,02070200101035,16,0,,
5584,02070200101035,17,0,,
5585,02070200101035,18,0,,
5586,02070200101035,19,0,,
5587,02070200101035,20,2,1.0,
5588,02070200101035,21,1,1.0,
5589,02070200101035,22,0,,
5590,02070200101035,23,1,1.0,6.0
5591,02070200101035,24,0,,
5592,02070200101043,1,0,,
5593,02070200101043,2,0,,
5594,02070200101043,3,2,1.0,
5595,02070200101043,4,0,,
5596,02070200101043,5,0,,
5597,02070200101043,6,0,,
5598,02070200101043,7,0,,
5599,02070200101043,8,0,,
5600,02070200101043,9,1,1.0,
5601,02070200101043,10,0,,
5602,02070200101043,11,0,,
5603,02070200101043,12,0,,
5604,02070200101043,13,0,,
5605,02070200101043,14,0,,
5606,02070200101043,15,0,,
5607,02070200101043,16,0,,
5608,02070200101043,17,0,,
5609,02070200101043,18,0,,
5610,02070200101043,19,0,,
5611,02070200101043,20,0,,
5612,02070200101043,21,0,,
5613,02070200101043,22,0,,
5614,02070200101043,23,1,1.0,0.0
5615,02070200101043,24,0,,
5616,02070200101051,1,0,,
5617,02070200101051,2,0,,
5618,02070200101051,3,2,1.0,
5619,02070200101051,4,0,,
5620,02070200101051,5,0,,
5621,02070200101051,6,0,,
5622,02070200101051,7,0,,
5623,02070200101051,8,1,1.0,8.0
5624,02070200101051,9,0,,
5625,02070200101051,10,0,,
